"series","date","issue","url","volume","value","is_clean"
"missouri_6pct","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,69,0
"north_carolina_6pct","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,70,0
"ohio_6pct_1886","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,92.5,0
"pennsylvania_6pct","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,80,0
"tennessee_6pct","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,68,0
"US_6pct_1868","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,110,0
"virginia_6pct","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,79,0
"california_7pct_1870","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,60,0
"georgia_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,81,0
"indiana_5pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,73,0
"kentucky_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,92.5,0
"louisiana_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,,0
"missouri_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,72.5,0
"north_carolina_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,82.5,0
"ohio_6pct_1886","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,94,0
"pennsylvania_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,81,0
"tennessee_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,78,0
"US_6pct_1868","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,,0
"virginia_6pct","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,84,0
"california_7pct_1870","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,68.5,0
"georgia_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,85,0
"indiana_5pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,75.5,0
"kentucky_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,93,0
"louisiana_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,78,0
"missouri_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,74.25,0
"north_carolina_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,88,0
"ohio_6pct_1886","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,96,0
"pennsylvania_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,81.25,0
"tennessee_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,82,0
"US_6pct_1868","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,112,0
"virginia_6pct","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,88,0
"california_7pct_1870","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,65,0
"georgia_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,84,0
"indiana_5pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,78,0
"kentucky_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,98.5,0
"louisiana_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,78,0
"missouri_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,78,0
"north_carolina_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,87,0
"ohio_6pct_1886","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,102,0
"pennsylvania_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,85.5,0
"tennessee_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,82,0
"US_6pct_1868","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,111,0
"virginia_6pct","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511",12,88.5,0
"california_7pct_1870","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,70,0
"georgia_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,90,0
"indiana_5pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,81,0
"kentucky_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,98.5,0
"louisiana_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,81,0
"missouri_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,80,0
"north_carolina_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,86.25,0
"ohio_6pct_1886","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,102,0
"pennsylvania_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,85.5,0
"tennessee_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84.5,0
"US_6pct_1868","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,112,0
"virginia_6pct","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,90,0
"california_7pct_1870","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,67,0
"georgia_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,90,0
"indiana_5pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,81,0
"kentucky_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,98.25,0
"louisiana_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,82,0
"missouri_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,78.25,0
"north_carolina_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,87,0
"ohio_6pct_1886","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,103,0
"pennsylvania_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84.5,0
"tennessee_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84.25,0
"US_6pct_1868","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,109,0
"virginia_6pct","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,88.5,0
"california_7pct_1870","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,68,0
"georgia_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,95,0
"indiana_5pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,82,0
"kentucky_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,99.5,0
"louisiana_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84,0
"missouri_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,77.125,0
"north_carolina_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,86.5,0
"ohio_6pct_1886","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,103,0
"pennsylvania_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,85,0
"tennessee_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84.5,0
"US_6pct_1868","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,110,0
"virginia_6pct","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,87,0
"california_7pct_1870","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,68,0
"georgia_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,95,0
"indiana_5pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,82.5,0
"kentucky_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,100,0
"louisiana_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,85,0
"missouri_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,80,0
"north_carolina_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,87,0
"ohio_6pct_1886","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,103,0
"pennsylvania_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,82.5,0
"tennessee_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,84.5,0
"US_6pct_1868","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,112,0
"virginia_6pct","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590",12,90,0
"california_7pct_1870","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,66.25,0
"georgia_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,90,0
"indiana_5pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,81,0
"kentucky_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,99,0
"louisiana_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,82,0
"missouri_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,79.5,0
"north_carolina_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,91,0
"ohio_6pct_1886","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,103,0
"pennsylvania_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,82.25,0
"tennessee_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,82,0
"US_6pct_1868","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,112,0
"virginia_6pct","1858-01-08","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,91,0
"california_7pct_1870","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,70,0
"georgia_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,92,0
"indiana_5pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,81.25,0
"kentucky_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,102,0
"louisiana_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,86,0
"missouri_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,83.75,0
"north_carolina_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,93.25,0
"ohio_6pct_1886","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,105,0
"pennsylvania_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,85,0
"tennessee_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,87.125,0
"US_6pct_1868","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,112.25,0
"virginia_6pct","1858-01-15","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,93,0
"california_7pct_1870","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,72.25,0
"georgia_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,92.25,0
"indiana_5pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,81.25,0
"kentucky_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,102,0
"louisiana_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,86,0
"missouri_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,84.25,0
"north_carolina_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,94,0
"ohio_6pct_1886","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,102,0
"pennsylvania_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,89,0
"tennessee_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,87.5,0
"US_6pct_1868","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,113,0
"virginia_6pct","1858-01-22","1858-01-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686",12,93,0
"california_7pct_1870","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,75.25,0
"georgia_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,95,0
"indiana_5pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,81.5,0
"kentucky_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,102.5,0
"louisiana_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,90,0
"missouri_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,84.5,0
"north_carolina_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,93.5,0
"ohio_6pct_1886","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,104.5,0
"pennsylvania_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,88,0
"tennessee_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,89.5,0
"US_6pct_1868","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,113.25,0
"virginia_6pct","1858-01-29","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,92.5,0
"california_7pct_1870","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,80,0
"georgia_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,95,0
"indiana_5pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,84,0
"kentucky_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,101.5,0
"louisiana_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,90,0
"missouri_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,83.5,0
"north_carolina_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,94,0
"ohio_6pct_1886","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,107,0
"pennsylvania_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,88.5,0
"tennessee_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,89,0
"US_6pct_1868","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,113.25,0
"virginia_6pct","1858-02-05","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,90.5,0
"california_7pct_1870","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,70,0
"georgia_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,94,0
"indiana_5pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,84,0
"kentucky_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,101.5,0
"louisiana_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,88,0
"missouri_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,84,0
"north_carolina_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,93.125,0
"ohio_6pct_1886","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,106.5,0
"pennsylvania_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,87,0
"tennessee_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,88.25,0
"US_6pct_1868","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,115,0
"virginia_6pct","1858-02-12","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,91.75,0
"california_7pct_1870","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,81.75,0
"georgia_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,94,0
"indiana_5pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,84.5,0
"kentucky_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,102,0
"louisiana_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,90,0
"missouri_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,83.25,0
"north_carolina_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,93.25,0
"ohio_6pct_1886","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,106.5,0
"pennsylvania_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,87.25,0
"tennessee_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,88,0
"US_6pct_1868","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,115,0
"virginia_6pct","1858-02-19","1858-02-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766",12,91,0
"california_7pct_1870","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,83,0
"georgia_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,94,0
"indiana_5pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84.5,0
"kentucky_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,102,0
"louisiana_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,90,0
"missouri_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,83.5,0
"north_carolina_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,94,0
"ohio_6pct_1886","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,107.75,0
"pennsylvania_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,87.5,0
"tennessee_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,89.75,0
"US_6pct_1868","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,115,0
"virginia_6pct","1858-02-26","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,92.25,0
"california_7pct_1870","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,88,0
"georgia_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,,0
"indiana_5pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84.75,0
"kentucky_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,102,0
"louisiana_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,91,0
"missouri_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84,0
"north_carolina_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,94.125,0
"ohio_6pct_1886","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,107.5,0
"pennsylvania_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,87.75,0
"tennessee_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,89.5,0
"US_6pct_1868","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,115,0
"virginia_6pct","1858-03-05","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,93.25,0
"california_7pct_1870","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,91,0
"georgia_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,95,0
"indiana_5pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84.75,0
"kentucky_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,102,0
"louisiana_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,92.5,0
"missouri_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84,0
"north_carolina_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,94,0
"ohio_6pct_1886","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,107.5,0
"pennsylvania_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,87.5,0
"tennessee_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,89,0
"US_6pct_1868","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,115,0
"virginia_6pct","1858-03-12","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,92.5,0
"california_7pct_1870","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,88,0
"georgia_6pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,95,0
"indiana_5pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,84.5,0
"kentucky_6pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,103.25,0
"louisiana_6pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,92,0
"missouri_6pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,83.5,0
"north_carolina_6pct","1858-03-19","1858-03-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847",12,94,0
