"bidder_num","price","amount","accepted","auction","coupon_yield","yield","ytm"
198,92.13,3,0,"1861-03-22; Loan of Feb 1861",0.0651253663301856,0.0675399835185529,
198,92.25,2,0,"1861-03-22; Loan of Feb 1861",0.0650406504065041,0.0674241822140616,
198,92.38,1,0,"1861-03-22; Loan of Feb 1861",0.064949123186837,0.0672989696531182,
198,92.5,1,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
198,92.63,1,0,"1861-03-22; Loan of Feb 1861",0.0647738313721257,0.0670588710845949,
198,92.75,1,0,"1861-03-22; Loan of Feb 1861",0.0646900269541779,0.0669439469445308,
198,92.88,1,0,"1861-03-22; Loan of Feb 1861",0.0645994832041344,0.0668196812125863,
198,93,1,0,"1861-03-22; Loan of Feb 1861",0.0645161290322581,0.06670519092195,
199,92.11,10,0,"1861-03-22; Loan of Feb 1861",0.0651395071110629,0.0675593043678582,
199,92.51,10,0,"1861-03-22; Loan of Feb 1861",0.0648578532050589,0.0671740045873532,
200,92.3,10,0,"1861-03-22; Loan of Feb 1861",0.0650054171180932,0.0673759941879177,
201,92.25,2,0,"1861-03-22; Loan of Feb 1861",0.0650406504065041,0.0674241822140616,
202,91.6,2,0,"1861-03-22; Loan of Feb 1861",0.0655021834061135,0.0680539903538057,
202,91.9,2,0,"1861-03-22; Loan of Feb 1861",0.0652883569096844,0.0677625303956935,
202,92.1,2,0,"1861-03-22; Loan of Feb 1861",0.0651465798045603,0.067568967006285,
202,92.6,2,0,"1861-03-22; Loan of Feb 1861",0.0647948164146868,0.0670876348041541,
202,92.9,2,0,"1861-03-22; Loan of Feb 1861",0.0645855758880517,0.0668005850823574,
203,91.8,25,0,"1861-03-22; Loan of Feb 1861",0.065359477124183,0.0678595346313818,
203,92.05,25,0,"1861-03-22; Loan of Feb 1861",0.0651819663226507,0.0676173023533386,
203,92.35,25,0,"1861-03-22; Loan of Feb 1861",0.0649702219815918,0.0673278428584864,
203,92.55,25,0,"1861-03-22; Loan of Feb 1861",0.0648298217179903,0.0671356034457121,
204,91.76,20,0,"1861-03-22; Loan of Feb 1861",0.0653879686137751,0.0678983780040806,
204,92.01,20,0,"1861-03-22; Loan of Feb 1861",0.06521030322791,0.0676559972426847,
204,92.26,10,0,"1861-03-22; Loan of Feb 1861",0.0650336006936917,0.0674145416705391,
204,92.51,10,0,"1861-03-22; Loan of Feb 1861",0.0648578532050589,0.0671740045873532,
205,92,5,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
206,92,1,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
207,92,5,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
208,91.5,10,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
208,92.5,10,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
209,92,1,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
210,92,5,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
211,92,5,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
212,92,4,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
213,91.5,20,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
213,91.75,10,0,"1861-03-22; Loan of Feb 1861",0.0653950953678474,0.0679080925739763,
213,92.01,5,0,"1861-03-22; Loan of Feb 1861",0.06521030322791,0.0676559972426847,
213,92.25,5,0,"1861-03-22; Loan of Feb 1861",0.0650406504065041,0.0674241822140616,
213,92.5,5,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
213,92.75,5,0,"1861-03-22; Loan of Feb 1861",0.0646900269541779,0.0669439469445308,
214,91.1,6,0,"1861-03-22; Loan of Feb 1861",0.0658616904500549,0.0685427590766142,
214,91.6,6,0,"1861-03-22; Loan of Feb 1861",0.0655021834061135,0.0680539903538057,
214,92.1,6,0,"1861-03-22; Loan of Feb 1861",0.0651465798045603,0.067568967006285,
214,92.5,6,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
215,91.8,5,0,"1861-03-22; Loan of Feb 1861",0.065359477124183,0.0678595346313818,
216,91.55,10,0,"1861-03-22; Loan of Feb 1861",0.0655379574003277,0.0681026977798134,
216,92.05,10,0,"1861-03-22; Loan of Feb 1861",0.0651819663226507,0.0676173023533386,
217,90,5,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
217,91.05,5,0,"1861-03-22; Loan of Feb 1861",0.0658978583196046,0.0685918440655829,
217,93.01,5,0,"1861-03-22; Loan of Feb 1861",0.0645091925599398,0.0666956594243379,
217,93.05,5,0,"1861-03-22; Loan of Feb 1861",0.0644814615797958,0.0666575478103225,
218,91,5,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
218,92,3,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
218,93,2,0,"1861-03-22; Loan of Feb 1861",0.0645161290322581,0.06670519092195,
219,91.5,15,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
219,92,10,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
220,91.27,40,0,"1861-03-22; Loan of Feb 1861",0.065739016106059,0.0683761540671061,
220,91.77,30,0,"1861-03-22; Loan of Feb 1861",0.06538084341288,0.0678886649253086,
220,92.07,30,0,"1861-03-22; Loan of Feb 1861",0.065167807103291,0.0675979637818143,
221,91.15,15,0,"1861-03-22; Loan of Feb 1861",0.065825562260011,0.0684937120939269,
221,91.85,10,0,"1861-03-22; Loan of Feb 1861",0.065323897659227,0.0678110139233815,
221,92,15,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
222,91.25,10,0,"1861-03-22; Loan of Feb 1861",0.0657534246575342,0.0683957319240893,
222,92,10,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
223,90.75,10,0,"1861-03-22; Loan of Feb 1861",0.0661157024793388,0.068887155273657,
223,91,10,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
223,91.4,10,0,"1861-03-22; Loan of Feb 1861",0.0656455142231947,0.0682490453237625,
223,92.1,10,0,"1861-03-22; Loan of Feb 1861",0.0651465798045603,0.067568967006285,
223,92.6,5,0,"1861-03-22; Loan of Feb 1861",0.0647948164146868,0.0670876348041541,
223,92.8,5,0,"1861-03-22; Loan of Feb 1861",0.0646551724137931,0.0668961235048734,
224,91.5,40,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
225,91.5,100,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
226,91.5,2,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
227,91.25,20,0,"1861-03-22; Loan of Feb 1861",0.0657534246575342,0.0683957319240893,
228,90.21,5,0,"1861-03-22; Loan of Feb 1861",0.066511473229132,0.0694222074501639,
228,90.61,5,0,"1861-03-22; Loan of Feb 1861",0.0662178567487032,0.0690254395224935,
228,91.21,5,0,"1861-03-22; Loan of Feb 1861",0.0657822607170266,0.0684349058043573,
228,91.61,5,0,"1861-03-22; Loan of Feb 1861",0.0654950332933086,0.0680442533646968,
228,92.21,5,0,"1861-03-22; Loan of Feb 1861",0.0650688645483136,0.0674627590924219,
229,91,10,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
229,91.5,5,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
230,90.25,100,0,"1861-03-22; Loan of Feb 1861",0.0664819944598338,0.069382418767986,
230,92.05,100,0,"1861-03-22; Loan of Feb 1861",0.0651819663226507,0.0676173023533386,
231,91.05,5,0,"1861-03-22; Loan of Feb 1861",0.0658978583196046,0.0685918440655829,
232,90.19,1,0,"1861-03-22; Loan of Feb 1861",0.066526222419337,0.0694421111541738,
232,90.39,1,0,"1861-03-22; Loan of Feb 1861",0.0663790242283438,0.0692433546127918,
232,90.59,1,0,"1861-03-22; Loan of Feb 1861",0.0662324759907275,0.0690452190642603,
232,90.79,1,0,"1861-03-22; Loan of Feb 1861",0.0660865734111686,0.0688477008395023,
232,90.89,1,0,"1861-03-22; Loan of Feb 1861",0.0660138629112113,0.0687491720851654,
232,91.19,1,0,"1861-03-22; Loan of Feb 1861",0.0657966882333589,0.0684545018347611,
232,91.29,2,0,"1861-03-22; Loan of Feb 1861",0.0657246138678935,0.0683565822608157,
232,91.59,1,0,"1861-03-22; Loan of Feb 1861",0.0655093350802489,0.0680637288410276,
232,91.79,1,0,"1861-03-22; Loan of Feb 1861",0.0653665976685913,0.0678692432393942,
233,90.5,10,0,"1861-03-22; Loan of Feb 1861",0.0662983425414365,0.0691343034485246,
233,90.75,10,0,"1861-03-22; Loan of Feb 1861",0.0661157024793388,0.068887155273657,
233,91,10,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
233,91.25,10,0,"1861-03-22; Loan of Feb 1861",0.0657534246575342,0.0683957319240893,
233,91.5,10,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
234,91,100,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
235,90.26,25,0,"1861-03-22; Loan of Feb 1861",0.0664746288499889,0.0693724754959542,
235,90.51,6,0,"1861-03-22; Loan of Feb 1861",0.0662910175671197,0.069124399000027,
235,90.56,25,0,"1861-03-22; Loan of Feb 1861",0.0662544169611307,0.0690748999528269,
235,90.76,25,0,"1861-03-22; Loan of Feb 1861",0.0661084178052005,0.0688772893622236,
235,91,65,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
235,91.03,35,0,"1861-03-22; Loan of Feb 1861",0.0659123365923322,0.0686114887154625,
235,91.16,30,0,"1861-03-22; Loan of Feb 1861",0.0658183413777973,0.0684839072532259,
235,91.25,10,0,"1861-03-22; Loan of Feb 1861",0.0657534246575342,0.0683957319240893,
235,91.5,25,0,"1861-03-22; Loan of Feb 1861",0.0655737704918033,0.0681514427134901,
235,92,10,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
236,90,5,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
236,90.15,5,0,"1861-03-22; Loan of Feb 1861",0.0665557404326123,0.0694819373066008,
236,91,5,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
236,92.5,5,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
237,90.16,1,0,"1861-03-22; Loan of Feb 1861",0.0665483584738243,0.0694719784242817,
237,90.27,2,0,"1861-03-22; Loan of Feb 1861",0.0664672648720505,0.069362533782401,
237,90.52,1,0,"1861-03-22; Loan of Feb 1861",0.066283694211224,0.0691144960984927,
237,90.76,2,0,"1861-03-22; Loan of Feb 1861",0.0661084178052005,0.0688772893622236,
237,91.26,2,0,"1861-03-22; Loan of Feb 1861",0.0657462195923734,0.0683859422390389,
237,91.52,1,0,"1861-03-22; Loan of Feb 1861",0.0655594405594406,0.0681319402355849,
237,91.76,1,0,"1861-03-22; Loan of Feb 1861",0.0653879686137751,0.0678983780040806,
238,90,10,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
238,90.25,5,0,"1861-03-22; Loan of Feb 1861",0.0664819944598338,0.069382418767986,
238,91.25,5,0,"1861-03-22; Loan of Feb 1861",0.0657534246575342,0.0683957319240893,
238,92,5,0,"1861-03-22; Loan of Feb 1861",0.0652173913043478,0.0676656746646785,
239,89.25,70,0,"1861-03-22; Loan of Feb 1861",0.0672268907563025,0.0703846966174843,
239,90.25,70,0,"1861-03-22; Loan of Feb 1861",0.0664819944598338,0.069382418767986,
239,92.5,70,0,"1861-03-22; Loan of Feb 1861",0.0648648648648649,0.0671836085191112,
240,90,5,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
240,91,5,0,"1861-03-22; Loan of Feb 1861",0.0659340659340659,0.0686409671168028,
241,90.5,10,0,"1861-03-22; Loan of Feb 1861",0.0662983425414365,0.0691343034485246,
242,90.25,4,0,"1861-03-22; Loan of Feb 1861",0.0664819944598338,0.069382418767986,
243,90,2,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
244,90,3,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
245,90,25,0,"1861-03-22; Loan of Feb 1861",0.0666666666666667,0.0696315084322041,
246,88,25,0,"1861-03-22; Loan of Feb 1861",0.0681818181818182,0.0716601911739908,
247,85,5,0,"1861-03-22; Loan of Feb 1861",0.0705882352941176,0.0748225638216673,
247,87.5,5,0,"1861-03-22; Loan of Feb 1861",0.0685714285714286,0.0721776325000907,
1,93,1,1,"1861-05-11; Loan of Feb 1861",0.0645161290322581,0.0673436004516541,
2,90,1,1,"1861-05-11; Loan of Feb 1861",0.0666666666666667,0.0703072646335692,
3,89.05,1,1,"1861-05-11; Loan of Feb 1861",0.0673778775968557,0.0712752395910715,
3,89.1,1,1,"1861-05-11; Loan of Feb 1861",0.0673400673400673,0.0712239261101675,
3,89.15,1,1,"1861-05-11; Loan of Feb 1861",0.0673022994952328,0.0711726538047837,
3,89.2,1,1,"1861-05-11; Loan of Feb 1861",0.0672645739910314,0.0711214226126571,
3,89.25,1,1,"1861-05-11; Loan of Feb 1861",0.0672268907563025,0.0710702324716543,
3,89.3,1,1,"1861-05-11; Loan of Feb 1861",0.0671892497200448,0.0710190833197711,
3,89.35,1,1,"1861-05-11; Loan of Feb 1861",0.0671516508114158,0.0709679750951325,
3,89.4,1,1,"1861-05-11; Loan of Feb 1861",0.0671140939597315,0.0709169077359917,
3,89.45,1,1,"1861-05-11; Loan of Feb 1861",0.0670765790944662,0.0708658811807305,
3,89.5,1,1,"1861-05-11; Loan of Feb 1861",0.0670391061452514,0.0708148953678585,
3,89.55,1,1,"1861-05-11; Loan of Feb 1861",0.0670016750418761,0.0707639502360132,
4,88,1,1,"1861-05-11; Loan of Feb 1861",0.0681818181818182,0.0723624458969079,
5,88,5,5,"1861-05-11; Loan of Feb 1861",0.0681818181818182,0.0723624458969079,
6,88,5,5,"1861-05-11; Loan of Feb 1861",0.0681818181818182,0.0723624458969079,
7,88,25,25,"1861-05-11; Loan of Feb 1861",0.0681818181818182,0.0723624458969079,
8,87.5,5,5,"1861-05-11; Loan of Feb 1861",0.0685714285714286,0.0728867263782181,
9,87,20,20,"1861-05-11; Loan of Feb 1861",0.0689655172413793,0.0734153308064518,
10,87,5,5,"1861-05-11; Loan of Feb 1861",0.0689655172413793,0.0734153308064518,
11,86.5,2,2,"1861-05-11; Loan of Feb 1861",0.069364161849711,0.073947060542348,
12,86.5,25,25,"1861-05-11; Loan of Feb 1861",0.069364161849711,0.073947060542348,
13,86.5,25,25,"1861-05-11; Loan of Feb 1861",0.069364161849711,0.073947060542348,
14,85,5,5,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
14,86,5,5,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
14,86.25,5,5,"1861-05-11; Loan of Feb 1861",0.0695652173913043,0.0742119212755003,
14,86.375,5,5,"1861-05-11; Loan of Feb 1861",0.0694645441389291,0.0740793437571352,
14,86.5,5,5,"1861-05-11; Loan of Feb 1861",0.069364161849711,0.073947060542348,
14,86.75,5,5,"1861-05-11; Loan of Feb 1861",0.069164265129683,0.0736812754966855,
14,87,5,5,"1861-05-11; Loan of Feb 1861",0.0689655172413793,0.0734153308064518,
14,87.25,5,5,"1861-05-11; Loan of Feb 1861",0.0687679083094556,0.0731504839219709,
15,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
15,86,20,20,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
15,86.5,10,10,"1861-05-11; Loan of Feb 1861",0.069364161849711,0.073947060542348,
15,87,10,10,"1861-05-11; Loan of Feb 1861",0.0689655172413793,0.0734153308064518,
16,86,550,550,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
17,85,5,5,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
17,87,5,5,"1861-05-11; Loan of Feb 1861",0.0689655172413793,0.0734153308064518,
18,86,1,1,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
19,86,80,80,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
20,86,10,10,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
21,86,200,200,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
22,86,200,200,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
23,86,12,12,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
24,85.75,15,15,"1861-05-11; Loan of Feb 1861",0.0699708454810496,0.0747452037098213,
25,85.51,35,35,"1861-05-11; Loan of Feb 1861",0.0701672319027014,0.0750028879959794,
25,86.01,30,30,"1861-05-11; Loan of Feb 1861",0.069759330310429,0.0744673004553937,
26,85.71,2,2,"1861-05-11; Loan of Feb 1861",0.0700035001750088,0.0747880735695535,
27,85,391,391,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
27,86,630,630,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
28,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
28,86,50,50,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
29,85,5,5,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
29,86,5,5,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
30,85.5,50,50,"1861-05-11; Loan of Feb 1861",0.0701754385964912,0.0750136491343694,
31,85,15,15,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
31,86,15,15,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
32,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
32,86,10,10,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
33,85.5,15,15,"1861-05-11; Loan of Feb 1861",0.0701754385964912,0.0750136491343694,
34,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
34,86,45,45,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
35,85,25,25,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
35,86,15,15,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
36,85,30,30,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
36,85.5,10,10,"1861-05-11; Loan of Feb 1861",0.0701754385964912,0.0750136491343694,
36,86,10,10,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
37,85.26,25,25,"1861-05-11; Loan of Feb 1861",0.0703729767769177,0.0752725033055434,
38,85.25,15,15,"1861-05-11; Loan of Feb 1861",0.0703812316715543,0.0752833134329587,
39,85.25,10,10,"1861-05-11; Loan of Feb 1861",0.0703812316715543,0.0752833134329587,
40,85,15,15,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
40,85.2,15,15,"1861-05-11; Loan of Feb 1861",0.0704225352112676,0.0753373936323567,
40,85.25,25,25,"1861-05-11; Loan of Feb 1861",0.0703812316715543,0.0752833134329587,
40,85.27,10,10,"1861-05-11; Loan of Feb 1861",0.070364723818459,0.0752616951471089,
40,85.3,10,10,"1861-05-11; Loan of Feb 1861",0.0703399765533411,0.0752292824778118,
41,85,200,200,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
41,86,20,20,"1861-05-11; Loan of Feb 1861",0.0697674418604651,0.0744779650692637,
42,85.05,20,20,"1861-05-11; Loan of Feb 1861",0.0705467372134039,0.075499930684375,
43,85.05,1875,1875,"1861-05-11; Loan of Feb 1861",0.0705467372134039,0.075499930684375,
44,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
44,85.25,10,10,"1861-05-11; Loan of Feb 1861",0.0703812316715543,0.0752833134329587,
45,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
46,85,200,200,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
47,85,200,200,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
48,85,25,25,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
49,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
50,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
51,85,5,5,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
52,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
53,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
54,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
55,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
56,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
57,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
58,85,23,23,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
59,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
60,85,5,5,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
61,85,3,3,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
62,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
63,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
64,85,3,3,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
65,85,100,100,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
66,85,200,200,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
67,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
68,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
69,85,30,30,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
70,85,25,25,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
71,85,25,25,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
72,85,300,300,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
73,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
74,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
75,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
76,85,15,15,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
77,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
78,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
79,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
80,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
81,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
82,85,200,200,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
83,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
84,85,50,50,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
85,85,1,1,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
86,85,28,28,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
87,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
88,85,10,10,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
89,85,20,20,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
90,85,8,8,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
91,84.26,15,0,"1861-05-11; Loan of Feb 1861",0.0712081652029433,0.0763633955485733,
91,84.55,20,0,"1861-05-11; Loan of Feb 1861",0.0709639266706091,0.0760449627073174,
91,85.05,20,20,"1861-05-11; Loan of Feb 1861",0.0705467372134039,0.075499930684375,
91,85.06,15,15,"1861-05-11; Loan of Feb 1861",0.0705384434516812,0.075489081011236,
92,84,1,0,"1861-05-11; Loan of Feb 1861",0.0714285714285714,0.0767113872802864,
92,85,1,1,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
93,84,20,0,"1861-05-11; Loan of Feb 1861",0.0714285714285714,0.0767113872802864,
93,84.25,20,0,"1861-05-11; Loan of Feb 1861",0.0712166172106825,0.0763744066233183,
93,84.5,20,0,"1861-05-11; Loan of Feb 1861",0.0710059171597633,0.0760997428054789,
94,84,1,0,"1861-05-11; Loan of Feb 1861",0.0714285714285714,0.0767113872802864,
95,84,2,0,"1861-05-11; Loan of Feb 1861",0.0714285714285714,0.0767113872802864,
96,83,25,0,"1861-05-11; Loan of Feb 1861",0.072289156626506,0.0778282495565472,
97,81,1,0,"1861-05-11; Loan of Feb 1861",0.0740740740740741,0.0801276241454938,
97,83,2,0,"1861-05-11; Loan of Feb 1861",0.072289156626506,0.0778282495565472,
97,85,1,1,"1861-05-11; Loan of Feb 1861",0.0705882352941176,0.0755542088503533,
98,82,2,0,"1861-05-11; Loan of Feb 1861",0.0731707317073171,0.0789666929274373,
99,60,2,0,"1861-05-11; Loan of Feb 1861",0.1,0.111025511061628,
1,59.36474,1300,1300,"1864-06-15; Sixes of 1881",0.101070096491621,0.116879942462774,
2,56.29415,460,460,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
3,56.29415,1000,1000,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
4,56.29415,100,100,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
5,56.29415,500,500,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
6,56.29415,1000,1000,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
7,56.29415,2000,2000,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
8,56.29415,4000,4000,"1864-06-15; Sixes of 1881",0.10658301084571,0.123384208428872,
9,55.91032625,500,500,"1864-06-15; Sixes of 1881",0.10731470199568,0.12422831433601,
10,55.782385,500,500,"1864-06-15; Sixes of 1881",0.107560836633285,0.124511713819431,
11,55.782385,400,400,"1864-06-15; Sixes of 1881",0.107560836633285,0.124511713819431,
12,55.5265025,30000,30000,"1864-06-15; Sixes of 1881",0.108056508691503,0.12508160043399,
13,55.39856125,500,500,"1864-06-15; Sixes of 1881",0.108306061829358,0.125368101603504,
13,55.5265025,500,500,"1864-06-15; Sixes of 1881",0.108056508691503,0.12508160043399,
14,55.39856125,30000,30000,"1864-06-15; Sixes of 1881",0.108306061829358,0.125368101603504,
15,55.39856125,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.108306061829358,0.125368101603504,
