"bidder_num","price","amount","accepted","auction","coupon_yield","yield","ytm"
268,53.7865015,150000,150000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
269,53.7865015,22000,22000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
270,53.7865015,20000,20000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
271,53.735325,5e+05,5e+05,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
271,53.74044265,125000,125000,"1864-06-15; Sixes of 1881",0.11164775919463,0.129178636664158,
271,53.9912075,145000,145000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
272,51.26350005,3000,0,"1864-06-15; Sixes of 1881",0.117042339952361,0.1352552099776,
272,53.61761905,3000,3000,"1864-06-15; Sixes of 1881",0.111903514298254,0.129468353243119,
272,53.71997205,3000,3000,"1864-06-15; Sixes of 1881",0.111690303829933,0.129226849129598,
272,53.82232505,3000,3000,"1864-06-15; Sixes of 1881",0.111477904279053,0.128986080205391,
272,53.92467805,3000,3000,"1864-06-15; Sixes of 1881",0.111266311028073,0.128746042281993,
272,54.02703105,3000,3000,"1864-06-15; Sixes of 1881",0.11105551949444,0.128506731206382,
272,54.12938405,3000,3000,"1864-06-15; Sixes of 1881",0.110845525130264,0.128268142860632,
272,54.23173705,3000,3000,"1864-06-15; Sixes of 1881",0.110636323421988,0.128030273161526,
272,54.43644305,3000,3000,"1864-06-15; Sixes of 1881",0.110220280088634,0.127556673541677,
272,54.53879605,3000,3000,"1864-06-15; Sixes of 1881",0.110013429605218,0.127320935624681,
273,53.22356,5000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
273,53.735325,5009,5009,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
273,54.24709,5990,5990,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
274,53.735325,125000,125000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
274,53.7865015,60000,60000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
274,53.81208975,50000,50000,"1864-06-15; Sixes of 1881",0.111499107874732,0.129010124133944,
275,52.711795,2000,0,"1864-06-15; Sixes of 1881",0.113826516437166,0.131644902056418,
275,52.9676775,2000,0,"1864-06-15; Sixes of 1881",0.113276629884329,0.131023739014801,
275,53.22356,2000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
275,53.4794425,1000,1000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
275,53.735325,2000,2000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
275,54.24709,10000,10000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
276,53.7455603,1000,1000,"1864-06-15; Sixes of 1881",0.111637128099677,0.129166588138772,
277,53.632972,10000,10000,"1864-06-15; Sixes of 1881",0.111871480849504,0.129432080592109,
277,53.76091325,20000,20000,"1864-06-15; Sixes of 1881",0.111605246958858,0.129130453572553,
277,53.7865015,20000,20000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
278,53.7455603,3000,3000,"1864-06-15; Sixes of 1881",0.111637128099677,0.129166588138772,
279,53.4794425,120000,120000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
279,53.60738375,20000,20000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
279,53.632972,25000,25000,"1864-06-15; Sixes of 1881",0.111871480849504,0.129432080592109,
279,53.75067795,120000,120000,"1864-06-15; Sixes of 1881",0.111626499029116,0.129154541448725,
279,53.76091325,10000,10000,"1864-06-15; Sixes of 1881",0.111605246958858,0.129130453572553,
279,53.7865015,80000,80000,"1864-06-15; Sixes of 1881",0.111552152169629,0.129070265963875,
279,53.86326625,20000,20000,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
279,53.89397215,10000,10000,"1864-06-15; Sixes of 1881",0.111329704615213,0.128817977151714,
279,53.9912075,120500,120500,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
280,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
281,53.735325,6000,6000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
282,53.735325,1500,1500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
283,53.735325,5e+05,5e+05,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
284,53.735325,96000,96000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
285,53.735325,150000,150000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
286,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
287,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
288,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
289,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
290,53.735325,250000,250000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
291,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
292,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
293,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
294,53.735325,12500,12500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
295,53.735325,1200,1200,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
296,53.735325,500,500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
297,53.735325,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
298,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
299,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
300,53.735325,60000,60000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
301,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
302,53.735325,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
303,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
304,53.735325,100,100,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
305,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
306,53.735325,1500,1500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
307,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
308,53.735325,600,600,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
309,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
310,53.735325,4000,4000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
311,53.735325,500,500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
312,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
313,53.735325,700,700,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
314,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
315,53.735325,8000,8000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
316,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
317,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
318,53.735325,800,800,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
319,53.735325,300,300,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
320,53.22356,500,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
320,53.735325,500,500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
320,54.24709,500,500,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
321,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
322,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
323,53.735325,100,100,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
324,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
325,53.735325,25000,25000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
326,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
327,53.735325,3000,3000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
328,53.735325,9000,9000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
329,53.735325,7500,7500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
330,53.735325,20000,20000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
331,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
332,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
333,53.735325,1700,1700,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
334,53.735325,60000,60000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
335,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
336,53.22356,25000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
336,54.24709,25000,25000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
337,53.735325,2000,2000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
338,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
339,53.735325,1500,1500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
340,53.22356,50000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
340,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
340,54.24709,50000,50000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
341,53.735325,50000,50000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
342,53.735325,1500,1500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
343,53.735325,300,300,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
344,53.735325,20000,20000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
345,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
346,53.22356,1000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
346,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
346,54.24709,1000,1000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
347,53.735325,20000,20000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
348,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
349,53.735325,25000,25000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
350,53.735325,100,100,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
351,53.735325,800,800,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
352,53.735325,2000,2000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
353,53.22356,5000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
353,53.35150125,5000,5000,"1864-06-15; Sixes of 1881",0.112461690100988,0.130100945830522,
353,53.4794425,5000,5000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
353,53.60738375,6000,6000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
353,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
353,53.86326625,5000,5000,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
353,53.9912075,5000,5000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
353,54.11914875,5000,5000,"1864-06-15; Sixes of 1881",0.11086648882296,0.128291969289005,
353,54.24709,5000,5000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
354,53.50503075,30000,30000,"1864-06-15; Sixes of 1881",0.112138987977313,0.129734861954526,
354,53.632972,60000,60000,"1864-06-15; Sixes of 1881",0.111871480849504,0.129432080592109,
354,53.837678,50000,50000,"1864-06-15; Sixes of 1881",0.111446114002168,0.128950028017468,
354,54.01679575,20000,20000,"1864-06-15; Sixes of 1881",0.111076562700408,0.128530629723427,
355,51.688265,20000,0,"1864-06-15; Sixes of 1881",0.116080506861664,0.134179297162447,
355,52.711795,10000,0,"1864-06-15; Sixes of 1881",0.113826516437166,0.131644902056418,
355,53.22356,11000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
355,53.735325,14500,14500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
355,54.24709,3000,3000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
355,54.758855,20000,20000,"1864-06-15; Sixes of 1881",0.10957131956101,0.126816473382586,
355,55.27062,21500,21500,"1864-06-15; Sixes of 1881",0.108556770305815,0.125655650826594,
356,52.73738325,50000,0,"1864-06-15; Sixes of 1881",0.11377128765675,0.131582566318782,
356,53.04444225,50000,0,"1864-06-15; Sixes of 1881",0.113112698437318,0.130838335539038,
356,53.2645012,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.11264538040957,0.130309160470374,
356,53.3873248,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.112386226927033,0.13001536954329,
356,53.61761905,50000,50000,"1864-06-15; Sixes of 1881",0.111903514298254,0.129468353243119,
356,53.90420745,50000,50000,"1864-06-15; Sixes of 1881",0.111308565394741,0.128793991586461,
356,54.05773695,90000,90000,"1864-06-15; Sixes of 1881",0.110992437688422,0.128435079002476,
356,54.2777959,50000,50000,"1864-06-15; Sixes of 1881",0.110542440062493,0.127923465175373,
356,54.38526655,20000,20000,"1864-06-15; Sixes of 1881",0.110323997299596,0.127674807227691,
356,54.4927372,20000,20000,"1864-06-15; Sixes of 1881",0.110106416162923,0.127426930498591,
356,54.56950195,50000,50000,"1864-06-15; Sixes of 1881",0.109951525771622,0.127250351445772,
356,54.67185495,20000,20000,"1864-06-15; Sixes of 1881",0.109745681859291,0.127015526213242,
357,52.20003,15000,0,"1864-06-15; Sixes of 1881",0.114942462676746,0.13290200605166,
357,53.22356,2100,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
357,55.27062,15000,15000,"1864-06-15; Sixes of 1881",0.108556770305815,0.125655650826594,
358,53.22356,20000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
358,53.35150125,10000,10000,"1864-06-15; Sixes of 1881",0.112461690100988,0.130100945830522,
358,53.4794425,10000,10000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
358,53.60738375,10000,10000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
358,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
358,53.86326625,10000,10000,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
358,53.9912075,10000,10000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
358,54.11914875,10000,10000,"1864-06-15; Sixes of 1881",0.11086648882296,0.128291969289005,
358,54.24709,10000,10000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
359,53.22356,20900,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
359,53.4794425,10000,10000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
359,53.9912075,19000,19000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
359,54.24709,10000,10000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
360,52.8653245,5000,0,"1864-06-15; Sixes of 1881",0.113495945721472,0.131271620475812,
360,52.9676775,10000,0,"1864-06-15; Sixes of 1881",0.113276629884329,0.131023739014801,
360,53.325913,5000,5000,"1864-06-15; Sixes of 1881",0.112515654443647,0.130162128525612,
360,53.60738375,30000,30000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
360,53.735325,35000,35000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
360,53.81208975,26000,26000,"1864-06-15; Sixes of 1881",0.111499107874732,0.129010124133944,
360,53.837678,26000,26000,"1864-06-15; Sixes of 1881",0.111446114002168,0.128950028017468,
360,53.86326625,30590,30590,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
361,53.27985415,3000,3000,"1864-06-15; Sixes of 1881",0.112612920882029,0.130272376843,
361,53.49479545,2000,2000,"1864-06-15; Sixes of 1881",0.112160443825008,0.129759195349414,
361,53.56644255,8000,8000,"1864-06-15; Sixes of 1881",0.112010425079087,0.129589382314579,
361,54.7486197,2000,2000,"1864-06-15; Sixes of 1881",0.109591804010358,0.12683986528148,
362,52.4559125,10000,0,"1864-06-15; Sixes of 1881",0.114381767736859,0.132270967281439,
362,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
362,53.9912075,10000,10000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
362,54.24709,5000,5000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
362,54.5029725,5000,5000,"1864-06-15; Sixes of 1881",0.110085738901672,0.127403363767409,
363,53.24914825,5000,5000,"1864-06-15; Sixes of 1881",0.112677858654763,0.130345961216201,
363,53.50503075,5000,5000,"1864-06-15; Sixes of 1881",0.112138987977313,0.129734861954526,
363,53.76091325,5000,5000,"1864-06-15; Sixes of 1881",0.111605246958858,0.129130453572553,
363,54.01679575,5000,5000,"1864-06-15; Sixes of 1881",0.111076562700408,0.128530629723427,
364,53.22356,5000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
364,53.3566189,5000,5000,"1864-06-15; Sixes of 1881",0.112450903443584,0.130088714972292,
364,53.3873248,5000,5000,"1864-06-15; Sixes of 1881",0.112386226927033,0.13001536954329,
364,53.51526605,5000,5000,"1864-06-15; Sixes of 1881",0.112117540336885,0.129710596770333,
364,53.67903085,5000,5000,"1864-06-15; Sixes of 1881",0.111775490447403,0.129323362316531,
364,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
364,53.78138385,5000,5000,"1864-06-15; Sixes of 1881",0.111562767085622,0.129082299821219,
364,53.83256035,5000,5000,"1864-06-15; Sixes of 1881",0.111456708746345,0.128962043586816,
364,53.88373685,5000,5000,"1864-06-15; Sixes of 1881",0.11135085186654,0.128841969997839,
364,53.8990898,5000,5000,"1864-06-15; Sixes of 1881",0.111319134001406,0.128805983459238,
365,53.24914825,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.112677858654763,0.130345961216201,
365,53.50503075,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.112138987977313,0.129734861954526,
365,53.76091325,159000,159000,"1864-06-15; Sixes of 1881",0.111605246958858,0.129130453572553,
365,53.9912075,6000,6000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
365,54.24709,35000,35000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
366,53.60738375,4000,4000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
367,53.22356,10000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
367,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
367,54.24709,5000,5000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
368,53.4794425,2500,2500,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
368,53.735325,2500,2500,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
369,53.415471875,5000,5000,"1864-06-15; Sixes of 1881",0.112327005442185,0.129948195979665,
369,53.543413125,5000,5000,"1864-06-15; Sixes of 1881",0.112058601606003,0.129643905846492,
369,53.799295625,6000,6000,"1864-06-15; Sixes of 1881",0.111525623714892,0.12904018933065,
370,52.74761855,10000,0,"1864-06-15; Sixes of 1881",0.113749211148036,0.131557645733697,
370,53.25938355,75000,75000,"1864-06-15; Sixes of 1881",0.112656204410762,0.130321425482877,
370,53.77114855,75000,75000,"1864-06-15; Sixes of 1881",0.111584002979233,0.129106373031448,
370,53.99632515,50000,50000,"1864-06-15; Sixes of 1881",0.111118673045475,0.128578448455739,
371,53.22356,105000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
371,53.4794425,310000,310000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
371,54.24709,110000,110000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
372,53.22356,10000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
372,53.4794425,10000,10000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
372,53.735325,10000,10000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
372,53.86326625,10000,10000,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
373,51.43750015,1e+05,0,"1864-06-15; Sixes of 1881",0.116646415212696,0.134812720356082,
373,53.5817955,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.111978330401414,0.129553054152014,
373,53.735325,106000,106000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
373,54.01679575,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.111076562700408,0.128530629723427,
373,54.24709,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
373,54.37503125,1e+05,1e+05,"1864-06-15; Sixes of 1881",0.110344764169676,0.127698455206542,
374,52.7425009,13000,0,"1864-06-15; Sixes of 1881",0.113760248331341,0.13157010504752,
374,53.735325,23000,23000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
374,53.76091325,34000,34000,"1864-06-15; Sixes of 1881",0.111605246958858,0.129130453572553,
375,51.1765,3000,0,"1864-06-15; Sixes of 1881",0.11724131193028,0.135477376807519,
375,53.735325,30000,30000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
375,53.9912075,3000,3000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
376,53.22356,40000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
376,53.735325,62000,62000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
377,53.22356,10000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
377,53.35150125,10000,10000,"1864-06-15; Sixes of 1881",0.112461690100988,0.130100945830522,
377,53.4794425,10000,10000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
377,53.60738375,20000,20000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
377,53.735325,20000,20000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
378,52.9676775,10000,0,"1864-06-15; Sixes of 1881",0.113276629884329,0.131023739014801,
378,53.22356,5000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
378,53.4794425,5000,5000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
378,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
378,53.86326625,5000,5000,"1864-06-15; Sixes of 1881",0.111393170480076,0.128889977549294,
378,54.01679575,10000,10000,"1864-06-15; Sixes of 1881",0.111076562700408,0.128530629723427,
379,53.22356,25000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
379,53.735325,15000,15000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
379,54.24709,5000,5000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
380,53.50503075,20000,20000,"1864-06-15; Sixes of 1881",0.112138987977313,0.129734861954526,
381,53.4794425,1000,1000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
382,53.4794425,20000,20000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
383,53.22356,1000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
383,53.735325,1000,1000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
384,51.4323825,5000,0,"1864-06-15; Sixes of 1881",0.116658021821175,0.134825699836514,
384,53.9912075,5000,5000,"1864-06-15; Sixes of 1881",0.111129205621119,0.128590407662275,
384,54.11914875,5000,5000,"1864-06-15; Sixes of 1881",0.11086648882296,0.128291969289005,
384,54.37503125,5000,5000,"1864-06-15; Sixes of 1881",0.110344764169676,0.127698455206542,
385,53.22356,5000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
385,53.35150125,5000,5000,"1864-06-15; Sixes of 1881",0.112461690100988,0.130100945830522,
385,53.4794425,5000,5000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
385,53.60738375,5000,5000,"1864-06-15; Sixes of 1881",0.111924880124373,0.129492544252209,
385,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
386,52.711795,25000,0,"1864-06-15; Sixes of 1881",0.113826516437166,0.131644902056418,
386,53.22356,25000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
386,53.735325,25000,25000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
386,54.24709,25000,25000,"1864-06-15; Sixes of 1881",0.110605011254982,0.127994654439213,
387,53.2747365,10000,10000,"1864-06-15; Sixes of 1881",0.112623738645803,0.130284636150976,
387,53.48456015,9000,9000,"1864-06-15; Sixes of 1881",0.112181907884681,0.129783557133795,
387,53.735325,5000,5000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
388,53.428266,250,250,"1864-06-15; Sixes of 1881",0.112300107212912,0.129917681408763,
389,53.22356,3000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
389,53.735325,2000,2000,"1864-06-15; Sixes of 1881",0.111658392314553,0.129190687025408,
390,53.22356,10000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
390,53.35150125,40000,40000,"1864-06-15; Sixes of 1881",0.112461690100988,0.130100945830522,
390,53.40267775,30000,30000,"1864-06-15; Sixes of 1881",0.112353916559924,0.129978722339166,
390,53.6125014,30000,30000,"1864-06-15; Sixes of 1881",0.111914196191562,0.129480447823136,
391,53.22356,55000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
391,54.11914875,3000,3000,"1864-06-15; Sixes of 1881",0.11086648882296,0.128291969289005,
391,54.37503125,3000,3000,"1864-06-15; Sixes of 1881",0.110344764169676,0.127698455206542,
391,54.5029725,1000,1000,"1864-06-15; Sixes of 1881",0.110085738901672,0.127403363767409,
391,54.63091375,4000,4000,"1864-06-15; Sixes of 1881",0.109827926866773,0.127109372379885,
392,53.22356,10000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
392,53.4794425,20000,20000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
393,52.4559125,25000,0,"1864-06-15; Sixes of 1881",0.114381767736859,0.132270967281439,
393,52.9676775,25000,0,"1864-06-15; Sixes of 1881",0.113276629884329,0.131023739014801,
393,53.1723835,25000,0,"1864-06-15; Sixes of 1881",0.112840531212974,0.130530291125332,
393,53.22356,25000,0,"1864-06-15; Sixes of 1881",0.112732030702193,0.130407408245181,
393,53.4794425,25000,25000,"1864-06-15; Sixes of 1881",0.112192642995484,0.129795740844181,
