"bond","date","issue","url","value","notes"
"fives_1874","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",91,
"gold","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",130,
"oneyr_old","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",97.75,
"seven_thirties","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",103.5,
"sixes_1881_coup","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",103.75,
"sixes_1881_reg","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",101.5,
"aug_demand","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",25,
"fives_1874","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",91.5,
"gold","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",131,
"oneyr_old","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",97.5,
"seven_thirties","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",104,
"sixes_1881_coup","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",104,
"sixes_1881_reg","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",101,
"aug_demand","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",26.5,
"fives_1874","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",91.75,
"gold","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",131,
"oneyr_old","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",97,
"seven_thirties","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",103.625,
"sixes_1881_coup","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",104,
"sixes_1881_reg","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",99.125,
"aug_demand","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",27.5,
"fives_1874","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",94,
"gold","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",132,
"oneyr_old","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",95.75,
"seven_thirties","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",101.5,
"sixes_1881_coup","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",103.25,
"sixes_1881_reg","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",97,
"aug_demand","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",29,
"fives_1874","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",91.5,
"gold","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",132,
"oneyr_old","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",95.75,
"seven_thirties","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",101.5,
"sixes_1881_coup","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",102.25,
"sixes_1881_reg","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70&img=1&zoom=3&hl=en&sig=ACfU3U3EIX-j6jYjelq-K8bgAlWuCHh3_A&ci=52%2C188%2C838%2C553&edge=0",96.25,
"aug_demand","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",29,
"fives_1874","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",88.5,
"gold_high","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",134.75,
"gold_low","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",134.5,
"oneyr_new","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96.25,
"seven_thirties","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",102.25,
"sixes_1881_coup","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",98,
"sixes_1881_reg","1863-01-03","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96.5,
"aug_demand","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",35,
"fives_1874","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",90,
"gold_high","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",138,
"gold_low","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",137.75,
"oneyr_new","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",97,
"seven_thirties","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",103,
"sixes_1881_coup","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",98,
"sixes_1881_reg","1863-01-10","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",97.75,
"aug_demand","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",43,
"fives_1874","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",88.5,
"gold_high","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",146.875,
"gold_low","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",149,
"oneyr_new","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",95,
"seven_thirties","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",101,
"sixes_1881_coup","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",91.75,
"sixes_1881_reg","1863-01-17","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",91.75,
"aug_demand","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",44.75,
"fives_1874","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",90,
"gold_high","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",148.25,
"gold_low","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",147,
"oneyr_new","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96,
"seven_thirties","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",102,
"sixes_1881_coup","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96,
"sixes_1881_reg","1863-01-24","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",95,
"aug_demand","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",53,
"fives_1874","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",86,
"gold_high","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",160.625,
"gold_low","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",155,
"oneyr_new","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",94,
"seven_thirties","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",101.5,
"sixes_1881_coup","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",94,
"sixes_1881_reg","1863-01-31","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",92.25,
"aug_demand","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",53,
"fives_1874","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",85.5,
"gold_high","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",157.25,
"gold_low","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",157.5,
"oneyr_new","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",94,
"seven_thirties","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",102,
"sixes_1881_coup","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",93.75,
"sixes_1881_reg","1863-02-07","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",92,
"aug_demand","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",51,
"fives_1874","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",87.25,
"gold_high","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",153.25,
"gold_low","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",153.125,
"oneyr_new","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96,
"seven_thirties","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",102.25,
"sixes_1881_coup","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96,
"sixes_1881_reg","1863-02-14","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",94,
"aug_demand","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",62,
"fives_1874","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",91.25,
"gold_high","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",164,
"gold_low","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",153.5,
"oneyr_new","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",,
"oneyr_old","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",95,
"seven_thirties","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",103.25,
"sixes_1881_coup","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",97.75,
"sixes_1881_reg","1863-02-21","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",96.5,
"aug_demand","1863-02-28","January 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27&img=1&zoom=3&hl=en&sig=ACfU3U2LQFfUGzR8npPQoSuoavroYt6DPQ&ci=73%2C505%2C829%2C966&edge=0",71,
