"bond","date","issue","url","value","notes"
"sixes_1881_coup","1864-03-05","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",111,
"sixes_1881_reg","1864-03-05","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",111.25,
"fives_1874","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",100,
"gold_high","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",162.375,
"gold_low","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",162.5,
"oneyr_new","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",99.375,
"oneyr_old","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",103,
"seven_thirties","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",110.5,
"sixes_1881_coup","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112,
"sixes_1881_reg","1864-03-12","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112,
"fives_1874","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",100,
"gold_high","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",162.25,
"gold_low","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",162,
"oneyr_new","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",99.25,
"oneyr_old","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",103,
"seven_thirties","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",110.5,
"sixes_1881_coup","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112.5,
"sixes_1881_reg","1864-03-19","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112,
"fives_1874","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",100,
"gold_high","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",179,
"gold_low","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",169.375,
"oneyr_new","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",99.25,
"oneyr_old","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",103,
"seven_thirties","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",111.5,
"sixes_1881_coup","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112.5,
"sixes_1881_reg","1864-03-26","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=107%2C492%2C794%2C124&edge=0",112,
"fives_1874","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",100,
"gold_high","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",167.875,
"gold_low","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",166.75,
"oneyr_new","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",99.25,
"oneyr_old","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",,
"seven_thirties","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",111,
"sixes_1881_coup","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",110,
"sixes_1881_reg","1864-04-02","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",111,
"fives_1874","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",102,
"gold_high","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",170,
"gold_low","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",169.25,
"oneyr_new","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",99.125,
"oneyr_old","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",,
"seven_thirties","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",111.5,
"sixes_1881_coup","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",112,
"sixes_1881_reg","1864-04-09","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",112,
"fives_1874","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",102,
"gold_high","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",189,
"gold_low","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",173,
"oneyr_new","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",99,
"oneyr_old","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",,
"seven_thirties","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",112,
"sixes_1881_coup","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",112.5,
"sixes_1881_reg","1864-04-16","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",107.5,
"fives_1874","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",109,
"gold_high","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",179,
"gold_low","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",174.75,
"oneyr_new","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",97,
"oneyr_old","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",,
"seven_thirties","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",109,
"sixes_1881_coup","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",108,
"sixes_1881_reg","1864-04-23","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",105.25,
"fives_1874","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",102,
"gold_high","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",179.25,
"gold_low","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",179.25,
"oneyr_new","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",98.125,
"oneyr_old","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",,
"seven_thirties","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",111,
"sixes_1881_coup","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",114,
"sixes_1881_reg","1864-04-30","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=110%2C574%2C782%2C143&edge=0",114,
"fives_1874","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",102,
"gold_high","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",178.375,
"gold_low","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",173.75,
"oneyr_new","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",98.125,
"oneyr_old","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",,
"seven_thirties","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",103.5,
"sixes_1881_coup","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",118,
"sixes_1881_reg","1864-05-07","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",118,
"fives_1874","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",102,
"gold_high","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",172.5,
"gold_low","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",172.25,
"oneyr_new","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",98.125,
"oneyr_old","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",,
"seven_thirties","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",111,
"sixes_1881_coup","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114.5,
"sixes_1881_reg","1864-05-14","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114,
"fives_1874","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",102,
"gold_high","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",183.5,
"gold_low","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",183,
"oneyr_new","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",98.125,
"oneyr_old","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",,
"seven_thirties","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",111,
"sixes_1881_coup","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114,
"sixes_1881_reg","1864-05-21","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114,
"fives_1874","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",102,
"gold_high","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",186.5,
"gold_low","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",186,
"oneyr_new","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",98.25,
"oneyr_old","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",,
"seven_thirties","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",111,
"sixes_1881_coup","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114,
"sixes_1881_reg","1864-05-28","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=101%2C682%2C804%2C120&edge=0",114,
"fives_1874","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",102,
"gold_high","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",191,
"gold_low","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",190.75,
"oneyr_new","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",98,
"oneyr_old","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",,
"seven_thirties","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",109.75,
"sixes_1881_coup","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",113.25,
"sixes_1881_reg","1864-06-04","Jan 1865","http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA63&img=1&zoom=3&hl=en&sig=ACfU3U0N01qx6IVv88P0qVzBubEr2qZYfA&ci=102%2C753%2C796%2C128&edge=0",109,
