"series","date","issue","url","volume","value"
"california_1870","1855-08-24","1855-09-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334&img=1&zoom=3&hl=en&sig=ACfU3U2oYh61XXl9QiY4snxeiy6fFTFDMg&ci=117%2C659%2C752%2C250&edge=0",10,87
"california_1870","1855-08-31","1855-09-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334&img=1&zoom=3&hl=en&sig=ACfU3U2oYh61XXl9QiY4snxeiy6fFTFDMg&ci=117%2C659%2C752%2C250&edge=0",10,87
"california_1870","1855-09-07","1855-09-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334&img=1&zoom=3&hl=en&sig=ACfU3U2oYh61XXl9QiY4snxeiy6fFTFDMg&ci=117%2C659%2C752%2C250&edge=0",10,88
"california_1870","1855-09-14","1855-09-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334&img=1&zoom=3&hl=en&sig=ACfU3U2oYh61XXl9QiY4snxeiy6fFTFDMg&ci=117%2C659%2C752%2C250&edge=0",10,87.5
"california_1870","1855-09-21","1855-09-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334&img=1&zoom=3&hl=en&sig=ACfU3U2oYh61XXl9QiY4snxeiy6fFTFDMg&ci=117%2C659%2C752%2C250&edge=0",10,87
"california_1870","1855-09-28","1855-10-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414&img=1&zoom=3&hl=en&sig=ACfU3U3NfnmFeVQSYB-8ZPlTwKZO1eNFJg&ci=149%2C865%2C762%2C272&edge=0",10,87.25
"california_1870","1855-10-05","1855-10-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414&img=1&zoom=3&hl=en&sig=ACfU3U3NfnmFeVQSYB-8ZPlTwKZO1eNFJg&ci=149%2C865%2C762%2C272&edge=0",10,86
"california_1870","1855-10-12","1855-10-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414&img=1&zoom=3&hl=en&sig=ACfU3U3NfnmFeVQSYB-8ZPlTwKZO1eNFJg&ci=149%2C865%2C762%2C272&edge=0",10,84
"california_1870","1855-10-26","1855-10-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414&img=1&zoom=3&hl=en&sig=ACfU3U3NfnmFeVQSYB-8ZPlTwKZO1eNFJg&ci=149%2C865%2C762%2C272&edge=0",10,85
"california_1870","1855-11-02","1855-11-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2ayfikPn389si4uKSlaFfH9QrPag&ci=94%2C899%2C775%2C267&edge=0",10,87
"california_1870","1855-11-09","1855-11-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2ayfikPn389si4uKSlaFfH9QrPag&ci=94%2C899%2C775%2C267&edge=0",10,84.5
"california_1870","1855-11-16","1855-11-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2ayfikPn389si4uKSlaFfH9QrPag&ci=94%2C899%2C775%2C267&edge=0",10,84
"california_1870","1855-11-23","1855-11-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2ayfikPn389si4uKSlaFfH9QrPag&ci=94%2C899%2C775%2C267&edge=0",10,85
"california_1870","1856-01-18","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,84.5
"california_1870","1856-01-25","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,84.25
"california_1870","1856-02-01","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,84
"california_1870","1856-02-08","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,85
"california_1870","1856-02-13","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,66.5
"california_1870","1856-02-15","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,89
"california_1870","1856-02-22","1856-02-23","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750&img=1&zoom=3&hl=en&sig=ACfU3U3Rj_M9dE8v4lRoLGGa3HSM_69gbQ&ci=138%2C928%2C756%2C267&edge=0",10,89.25
"california_1870","1856-03-07","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,90
"california_1870","1856-03-14","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,89
"california_1870","1856-03-21","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,90
"california_1870","1856-03-28","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,89
"california_1870","1856-04-04","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,89
"california_1870","1856-04-11","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,89
"california_1870","1856-04-18","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,89
"california_1870","1856-04-25","1856-04-26","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U20efj-usw_0cKnB0iQ0FK450PP4A&ci=102%2C370%2C782%2C266&edge=0",10,90
"california_1870","1856-05-02","1856-05-28","http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA989&img=1&zoom=3&hl=en&sig=ACfU3U2hPv6wsNwzEJ3mf7xbk28T4MRb3w&ci=123%2C403%2C765%2C269&edge=0",10,88
"california_1870","1856-05-09","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,89
"california_1870","1856-05-16","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,87
"california_1870","1856-05-23","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,86.5
"california_1870","1856-05-30","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,86.5
"california_1870","1856-06-06","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,86.25
"california_1870","1856-06-13","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,88
"california_1870","1856-06-20","1856-06-25","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U2rOIo_Id2jL1IUb5Q0P2YujsjpAg&ci=78%2C462%2C803%2C267&edge=0",11,74
"california_1870","1856-06-27","1856-08-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238&img=1&zoom=3&hl=en&sig=ACfU3U2qyJ9HiEaWIB_a6g0v_cUb8sWeCg&ci=114%2C391%2C839%2C279&edge=0",11,74
"california_1870","1856-07-11","1856-08-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238&img=1&zoom=3&hl=en&sig=ACfU3U2qyJ9HiEaWIB_a6g0v_cUb8sWeCg&ci=114%2C391%2C839%2C279&edge=0",11,88.5
"california_1870","1856-07-18","1856-08-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238&img=1&zoom=3&hl=en&sig=ACfU3U2qyJ9HiEaWIB_a6g0v_cUb8sWeCg&ci=114%2C391%2C839%2C279&edge=0",11,77
"california_1870","1856-07-25","1856-08-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238&img=1&zoom=3&hl=en&sig=ACfU3U2qyJ9HiEaWIB_a6g0v_cUb8sWeCg&ci=114%2C391%2C839%2C279&edge=0",11,69.5
"california_1870","1856-08-08","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,75
"california_1870","1856-08-15","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,76
"california_1870","1856-08-22","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,80
"california_1870","1856-08-23","1856-08-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238&img=1&zoom=3&hl=en&sig=ACfU3U2qyJ9HiEaWIB_a6g0v_cUb8sWeCg&ci=114%2C391%2C839%2C279&edge=0",11,80
"california_1870","1856-08-29","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,78
"california_1870","1856-09-05","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,80
"california_1870","1856-09-12","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,80
"california_1870","1856-09-19","1856-09-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316&img=1&zoom=3&hl=en&sig=ACfU3U1hbFiAOD8O-2fmMNzl5bHcLBtdVg&ci=102%2C1019%2C832%2C279&edge=0",11,82
"california_1870","1856-09-26","1856-10-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415&img=1&zoom=3&hl=en&sig=ACfU3U0QzjiK3iakboy4RsUErfWknefSzw&ci=43%2C618%2C822%2C291&edge=0",11,82
"california_1870","1856-10-03","1856-10-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415&img=1&zoom=3&hl=en&sig=ACfU3U0QzjiK3iakboy4RsUErfWknefSzw&ci=43%2C618%2C822%2C291&edge=0",11,79
"california_1870","1856-10-10","1856-10-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415&img=1&zoom=3&hl=en&sig=ACfU3U0QzjiK3iakboy4RsUErfWknefSzw&ci=43%2C618%2C822%2C291&edge=0",11,76
"california_1870","1856-10-17","1856-10-23","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415&img=1&zoom=3&hl=en&sig=ACfU3U0QzjiK3iakboy4RsUErfWknefSzw&ci=43%2C618%2C822%2C291&edge=0",11,
"california_1870","1856-10-24","1856-11-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2Bfuea3lPaObqsaPt0xjFwYoi8IQ&ci=67%2C178%2C807%2C273&edge=0",11,72
"california_1870","1856-10-31","1856-11-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2Bfuea3lPaObqsaPt0xjFwYoi8IQ&ci=67%2C178%2C807%2C273&edge=0",11,72
"california_1870","1856-11-07","1856-11-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2Bfuea3lPaObqsaPt0xjFwYoi8IQ&ci=67%2C178%2C807%2C273&edge=0",11,72
"california_1870","1856-11-14","1856-11-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2Bfuea3lPaObqsaPt0xjFwYoi8IQ&ci=67%2C178%2C807%2C273&edge=0",11,73
"california_1870","1856-11-21","1856-11-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495&img=1&zoom=3&hl=en&sig=ACfU3U2Bfuea3lPaObqsaPt0xjFwYoi8IQ&ci=67%2C178%2C807%2C273&edge=0",11,73.5
"california_1870","1856-11-28","1856-12-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575&img=1&zoom=3&hl=en&sig=ACfU3U1xkShCfnB8tpBwjqtvWgitq_IAdQ&ci=92%2C566%2C826%2C276&edge=0",11,75
"california_1870","1856-12-05","1856-12-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575&img=1&zoom=3&hl=en&sig=ACfU3U1xkShCfnB8tpBwjqtvWgitq_IAdQ&ci=92%2C566%2C826%2C276&edge=0",11,77
"california_1870","1856-12-12","1856-12-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575&img=1&zoom=3&hl=en&sig=ACfU3U1xkShCfnB8tpBwjqtvWgitq_IAdQ&ci=92%2C566%2C826%2C276&edge=0",11,81.75
"california_1870","1856-12-19","1856-12-26","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575&img=1&zoom=3&hl=en&sig=ACfU3U1xkShCfnB8tpBwjqtvWgitq_IAdQ&ci=92%2C566%2C826%2C276&edge=0",11,81.25
"california_1870","1857-02-06","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,65
"california_1870","1857-02-20","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,65
"california_1870","1857-02-27","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,66
"california_1870","1857-03-06","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,67.5
"california_1870","1857-03-13","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,65.5
"california_1870","1857-03-20","1857-03-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831&img=1&zoom=3&hl=en&sig=ACfU3U1z1anEdxaA4Y_wb0od9o4DncMp4g&ci=11%2C105%2C863%2C305&edge=0",11,64.5
"california_1870","1857-03-27","1857-04-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U1uxX_DRX5UQHR2aQDR7CLg2vmr0A&ci=54%2C204%2C855%2C298&edge=0",11,64.5
"california_1870","1857-04-03","1857-04-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U1uxX_DRX5UQHR2aQDR7CLg2vmr0A&ci=54%2C204%2C855%2C298&edge=0",11,60
"california_1870","1857-04-10","1857-04-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U1uxX_DRX5UQHR2aQDR7CLg2vmr0A&ci=54%2C204%2C855%2C298&edge=0",11,50.5
"california_1870","1857-04-17","1857-04-24","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911&img=1&zoom=3&hl=en&sig=ACfU3U1uxX_DRX5UQHR2aQDR7CLg2vmr0A&ci=54%2C204%2C855%2C298&edge=0",11,50
"california_1870","1857-04-24","1857-05-30","http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA942&img=1&zoom=3&hl=en&sig=ACfU3U0KOkuM2GkbFZxTi1gOMiLEod0Ynw&ci=143%2C284%2C797%2C298&edge=0",11,50.75
"california_1870","1857-05-01","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,50.25
"california_1870","1857-05-08","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,47
"california_1870","1857-05-15","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,48.5
"california_1870","1857-05-22","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,56.5
"california_1870","1857-05-29","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,57.5
"california_1870","1857-06-05","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,64.25
"california_1870","1857-06-12","1857-06-24","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79&img=1&zoom=3&hl=en&sig=ACfU3U18O7Ey1KNJDI635IHVFqJi6wwzbg&ci=101%2C932%2C775%2C277&edge=0",12,59
"california_1870","1857-06-19","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,64.5
"california_1870","1857-06-26","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,60
"california_1870","1857-07-03","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,55
"california_1870","1857-07-10","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,54.5
"california_1870","1857-07-17","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,52.5
"california_1870","1857-07-24","1857-07-25","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159&img=1&zoom=3&hl=en&sig=ACfU3U2Rzx6SQLg46fYb318wdI0ZrGTJOQ&ci=88%2C191%2C791%2C285&edge=0",12,60
"california_1870","1857-07-31","1857-08-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254&img=1&zoom=3&hl=en&sig=ACfU3U3ypXk1pNvp9Mro9yJPzPoPujK9Pg&ci=158%2C1049%2C749%2C289&edge=0",12,56
"california_1870","1857-08-07","1857-08-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254&img=1&zoom=3&hl=en&sig=ACfU3U3ypXk1pNvp9Mro9yJPzPoPujK9Pg&ci=158%2C1049%2C749%2C289&edge=0",12,56
"california_1870","1857-08-14","1857-08-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254&img=1&zoom=3&hl=en&sig=ACfU3U3ypXk1pNvp9Mro9yJPzPoPujK9Pg&ci=158%2C1049%2C749%2C289&edge=0",12,56
"california_1870","1857-08-21","1857-08-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254&img=1&zoom=3&hl=en&sig=ACfU3U3ypXk1pNvp9Mro9yJPzPoPujK9Pg&ci=158%2C1049%2C749%2C289&edge=0",12,60
"california_1870","1857-08-28","1857-09-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335&img=1&zoom=3&hl=en&sig=ACfU3U19JezHnAjHkIDOBXEkYnzbyfs_4g&ci=116%2C708%2C749%2C267&edge=0",12,50
"california_1870","1857-09-04","1857-09-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335&img=1&zoom=3&hl=en&sig=ACfU3U19JezHnAjHkIDOBXEkYnzbyfs_4g&ci=116%2C708%2C749%2C267&edge=0",12,57
"california_1870","1857-09-11","1857-09-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335&img=1&zoom=3&hl=en&sig=ACfU3U19JezHnAjHkIDOBXEkYnzbyfs_4g&ci=116%2C708%2C749%2C267&edge=0",12,55
"california_1870","1857-09-18","1857-09-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335&img=1&zoom=3&hl=en&sig=ACfU3U19JezHnAjHkIDOBXEkYnzbyfs_4g&ci=116%2C708%2C749%2C267&edge=0",12,56
"california_1870","1857-09-25","1857-09-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335&img=1&zoom=3&hl=en&sig=ACfU3U19JezHnAjHkIDOBXEkYnzbyfs_4g&ci=116%2C708%2C749%2C267&edge=0",12,55
"california_1870","1857-10-02","1857-10-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431&img=1&zoom=3&hl=en&sig=ACfU3U10i6bc1IspVkorIvLBZZlbr_sCfQ&ci=95%2C263%2C758%2C267&edge=0",12,50
"california_1870","1857-10-09","1857-10-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431&img=1&zoom=3&hl=en&sig=ACfU3U10i6bc1IspVkorIvLBZZlbr_sCfQ&ci=95%2C263%2C758%2C267&edge=0",12,57
"california_1870","1857-10-16","1857-10-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431&img=1&zoom=3&hl=en&sig=ACfU3U10i6bc1IspVkorIvLBZZlbr_sCfQ&ci=95%2C263%2C758%2C267&edge=0",12,58
"california_1870","1857-10-23","1857-10-28","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431&img=1&zoom=3&hl=en&sig=ACfU3U10i6bc1IspVkorIvLBZZlbr_sCfQ&ci=95%2C263%2C758%2C267&edge=0",12,60
"california_1870","1857-10-30","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511&img=1&zoom=3&hl=en&sig=ACfU3U0-4cuyL1u_naXLi5Wzxp_OBUj3KA&ci=89%2C498%2C777%2C277&edge=0",12,55
"california_1870","1857-11-06","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511&img=1&zoom=3&hl=en&sig=ACfU3U0-4cuyL1u_naXLi5Wzxp_OBUj3KA&ci=89%2C498%2C777%2C277&edge=0",12,60
"california_1870","1857-11-13","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511&img=1&zoom=3&hl=en&sig=ACfU3U0-4cuyL1u_naXLi5Wzxp_OBUj3KA&ci=89%2C498%2C777%2C277&edge=0",12,68.5
"california_1870","1857-11-20","1857-11-27","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511&img=1&zoom=3&hl=en&sig=ACfU3U0-4cuyL1u_naXLi5Wzxp_OBUj3KA&ci=89%2C498%2C777%2C277&edge=0",12,65
"california_1870","1857-11-27","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590&img=1&zoom=3&hl=en&sig=ACfU3U3upNTSUg3ufliU_aQz7VEki_bfKA&ci=152%2C1154%2C759%2C312&edge=0",12,70
"california_1870","1857-12-04","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590&img=1&zoom=3&hl=en&sig=ACfU3U3upNTSUg3ufliU_aQz7VEki_bfKA&ci=152%2C1154%2C759%2C312&edge=0",12,67
"california_1870","1857-12-11","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590&img=1&zoom=3&hl=en&sig=ACfU3U3upNTSUg3ufliU_aQz7VEki_bfKA&ci=152%2C1154%2C759%2C312&edge=0",12,68
"california_1870","1857-12-18","1857-12-26","http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590&img=1&zoom=3&hl=en&sig=ACfU3U3upNTSUg3ufliU_aQz7VEki_bfKA&ci=152%2C1154%2C759%2C312&edge=0",12,68
