"","date","high","low","mean"
"1","1862-01-01",99.5,98.52,99.008787488788
"2","1862-01-02",99.01,98.77,98.8899271918025
"3","1862-01-03",99.01,98.77,98.8899271918025
"4","1862-01-04",98.28,98.04,98.1599266503393
"5","1862-01-05",98.03970624191,97.7997055210291,97.9196323513675
"6","1862-01-06",97.8,97.56,97.6799262898985
"7","1862-01-07",97.32,97.09,97.2049319736401
"8","1862-01-08",96.62,96.62,96.62
"9","1862-01-09",95.92,95.92,95.92
"10","1862-01-10",95.69,95.24,95.4647348501005
"11","1862-01-11",96.62,96.15,96.3847135182753
"12","1862-01-12",96.8547149084648,96.6188568551709,96.7367139998529
"13","1862-01-13",97.09,97.09,97.09
"14","1862-01-14",97.32,96.85,97.0847155838652
"15","1862-01-15",97.56,97.32,97.4399261083464
"16","1862-01-16",97.8,97.56,97.6799262898985
"17","1862-01-17",98.16,98.04,98.0999816513744
"18","1862-01-18",98.28,98.04,98.1599266503393
"19","1862-01-19",98.03970624191,97.7997055210291,97.9196323513676
"20","1862-01-20",97.8,97.56,97.6799262898985
"21","1862-01-21",97.8,97.56,97.6799262898985
"22","1862-01-22",97.44,97.21,97.3249320575155
"23","1862-01-23",96.74,96.39,96.5648414279235
"24","1862-01-24",96.74,96.62,96.6799813818765
"25","1862-01-25",97.09,96.85,96.9699257502036
"26","1862-01-26",97.09,96.85,96.9699257502036
"27","1862-01-27",97.09,96.85,96.9699257502036
"28","1862-01-28",96.74,96.74,96.74
"29","1862-01-29",96.85,96.74,96.7949843741916
"30","1862-01-30",96.85,96.62,96.7349316431247
"31","1862-01-31",96.62,96.5,96.5599813587388
"32","1862-02-01",96.62,96.62,96.62
"33","1862-02-02",96.6799813818765,96.62,96.6499860378515
"34","1862-02-03",96.74,96.62,96.6799813818765
"35","1862-02-04",96.62,96.5,96.5599813587388
"36","1862-02-05",96.74,96.62,96.6799813818765
"37","1862-02-06",96.74,96.62,96.6799813818765
"38","1862-02-07",96.74,96.5,96.6199254812381
"39","1862-02-08",96.62,96.5,96.5599813587388
"40","1862-02-09",96.5599813587388,96.3849313949022,96.4724166731355
"41","1862-02-10",96.5,96.27,96.3849313949022
"42","1862-02-11",96.27,96.15,96.2099812909242
"43","1862-02-12",96.15,96.04,96.094984260366
"44","1862-02-13",95.92,95.81,95.8649842226034
"45","1862-02-14",95.81,95.58,95.6949309002311
"46","1862-02-15",95.58,95.47,95.5249841664473
"47","1862-02-16",95.9841455658173,95.8691655330325,95.9266383221889
"48","1862-02-17",96.39,96.27,96.3299813142305
"49","1862-02-18",96.74,96.39,96.5648414279235
"50","1862-02-19",97.09,96.85,96.9699257502036
"51","1862-02-20",96.85,96.74,96.7949843741916
"52","1862-02-21",96.97,96.97,96.97
"53","1862-02-22",97.09,97.09,97.09
"54","1862-02-23",97.09,96.9699257502036,97.0299443011655
"55","1862-02-24",97.09,96.85,96.9699257502036
"56","1862-02-25",97.09,96.97,97.0299814490347
"57","1862-02-26",97.21,96.97,97.089925841974
"58","1862-02-27",97.92,97.8,97.8599816063747
"59","1862-02-28",97.92,97.8,97.8599816063747
"60","1862-03-01",97.68,97.56,97.6199815611537
"61","1862-03-02",97.8598344572481,97.6199815611537,97.7398344345545
"62","1862-03-03",98.04,97.68,97.8598344572481
"63","1862-03-04",98.16,98.04,98.0999816513744
"64","1862-03-05",98.04,98.04,98.04
"65","1862-03-06",98.04,97.92,97.9799816289021
"66","1862-03-07",98.04,97.92,97.9799816289021
"67","1862-03-08",98.28,98.16,98.2199816737918
"68","1862-03-09",98.1599266503394,98.0999816513744,98.1299495735045
"69","1862-03-10",98.04,98.04,98.04
"70","1862-03-11",98.4,98.28,98.3399816961544
"71","1862-03-12",98.4,98.4,98.4
"72","1862-03-13",98.52,98.52,98.52
"73","1862-03-14",98.52,98.4,98.4599817184626
"74","1862-03-15",98.52,98.52,98.52
"75","1862-03-16",98.52,98.4599817184626,98.4899862874543
"76","1862-03-17",98.52,98.4,98.4599817184626
"77","1862-03-18",98.64,98.52,98.5799817407165
"78","1862-03-19",98.52,98.4,98.4599817184626
"79","1862-03-20",98.77,98.64,98.7049785978397
"80","1862-03-21",98.77,98.52,98.6449208018335
"81","1862-03-22",98.77,98.64,98.7049785978397
"82","1862-03-23",98.77,98.64,98.7049785978397
"83","1862-03-24",98.77,98.64,98.7049785978397
"84","1862-03-25",98.89,98.77,98.8299817869052
"85","1862-03-26",98.77,98.64,98.7049785978397
"86","1862-03-27",98.77,98.28,98.5246953814119
"87","1862-03-28",98.77,98.64,98.7049785978397
"88","1862-03-29",98.52,98.52,98.52
"89","1862-03-30",98.5799817407164,98.3999268292411,98.4899131389323
"90","1862-03-31",98.64,98.28,98.4598354660417
"91","1862-04-01",98.16,98.04,98.0999816513744
"92","1862-04-02",98.04,97.92,97.9799816289021
"93","1862-04-03",98.28,98.16,98.2199816737918
"94","1862-04-04",98.28,98.16,98.2199816737918
"95","1862-04-05",98.16,98.04,98.0999816513744
"96","1862-04-06",98.0399265605599,97.9199264705607,97.9799081444211
"97","1862-04-07",97.92,97.8,97.8599816063747
"98","1862-04-08",99.01,97.92,98.4634917113952
"99","1862-04-09",98.28,98.16,98.2199816737918
"100","1862-04-10",98.28,98.16,98.2199816737918
"101","1862-04-11",98.16,98.04,98.0999816513744
"102","1862-04-12",98.28,98.04,98.1599266503393
"103","1862-04-13",98.28,98.0999816513745,98.1899495707023
"104","1862-04-14",98.28,98.16,98.2199816737918
"105","1862-04-15",98.28,98.16,98.2199816737918
"106","1862-04-16",98.4,98.4,98.4
"107","1862-04-17",98.52,98.4,98.4599817184626
"108","1862-04-18",98.52,98.52,98.52
"109","1862-04-19",98.52,98.4,98.4599817184626
"110","1862-04-20",98.4599817184626,98.4,98.4299862902394
"111","1862-04-21",98.4,98.4,98.4
"112","1862-04-22",98.4,98.4,98.4
"113","1862-04-23",98.4,98.28,98.3399816961544
"114","1862-04-24",98.52,98.4,98.4599817184626
"115","1862-04-25",98.52,98.52,98.52
"116","1862-04-26",98.52,98.4,98.4599817184626
"117","1862-04-27",98.4599817184626,98.3399816961544,98.3999634146137
"118","1862-04-28",98.4,98.28,98.3399816961544
"119","1862-04-29",98.28,98.28,98.28
"120","1862-04-30",98.04,98.04,98.04
"121","1862-05-01",97.92,97.8,97.8599816063747
"122","1862-05-02",97.8,97.56,97.6799262898985
"123","1862-05-03",97.56,97.32,97.4399261083464
"124","1862-05-04",97.2645526386669,96.8538837631202,97.0590010021602
"125","1862-05-05",96.97,96.39,96.6795650590134
"126","1862-05-06",97.44,96.74,97.0893691399836
"127","1862-05-07",97.68,97.32,97.4998338460123
"128","1862-05-08",97.32,97.09,97.2049319736401
"129","1862-05-09",96.97,96.85,96.9099814260637
"130","1862-05-10",97.8,96.74,97.2685560702943
"131","1862-05-11",97.2685560702944,96.6199254812381,96.943698295348
"132","1862-05-12",96.74,96.5,96.6199254812381
"133","1862-05-13",96.85,96.74,96.7949843741916
"134","1862-05-14",96.85,96.85,96.85
"135","1862-05-15",96.85,96.5,96.6748416083522
"136","1862-05-16",97.09,96.62,96.8547149084648
"137","1862-05-17",97.09,96.97,97.0299814490347
"138","1862-05-18",96.9699257502036,96.9099814260637,96.9399489546957
"139","1862-05-19",96.85,96.85,96.85
"140","1862-05-20",96.85,96.74,96.7949843741916
"141","1862-05-21",96.85,96.62,96.7349316431247
"142","1862-05-22",96.62,96.5,96.5599813587388
"143","1862-05-23",96.74,96.62,96.6799813818765
"144","1862-05-24",96.74,96.5,96.6199254812381
"145","1862-05-25",96.444548835069,96.3248410328302,96.3846763496203
"146","1862-05-26",96.15,96.15,96.15
"147","1862-05-27",96.15,96.04,96.094984260366
"148","1862-05-28",96.27,96.15,96.2099812909242
"149","1862-05-29",96.39,96.27,96.3299813142305
"150","1862-05-30",96.5,96.5,96.5
"151","1862-05-31",96.62,96.5,96.5599813587388
"152","1862-06-01",96.62,96.5,96.5599813587388
"153","1862-06-02",96.62,96.5,96.5599813587388
"154","1862-06-03",96.62,96.62,96.62
"155","1862-06-04",96.62,96.5,96.5599813587388
"156","1862-06-05",96.5,96.15,96.3248410328302
"157","1862-06-06",96.15,95.92,96.0349311448704
"158","1862-06-07",96.15,96.04,96.094984260366
"159","1862-06-08",96.0349311448704,95.9249310659122,95.9799153468647
"160","1862-06-09",95.92,95.81,95.8649842226034
"161","1862-06-10",95.92,95.81,95.8649842226034
"162","1862-06-11",96.74,95.69,96.213567650306
"163","1862-06-12",95.47,95.01,95.2397222801495
"164","1862-06-13",95.01,94.9,94.9549840714009
"165","1862-06-14",94.67,94.56,94.6149840141613
"166","1862-06-15",94.2842139491018,94.1189715200926,94.2015565023733
"167","1862-06-16",93.9,93.68,93.7899354941669
"168","1862-06-17",94.34,93.9,94.1197428810768
"169","1862-06-18",94.9,94.45,94.6747326375945
"170","1862-06-19",94.34,93.79,94.0645980164695
"171","1862-06-20",94.01,93.79,93.8999355697329
"172","1862-06-21",94.01,93.9,93.9549839018666
"173","1862-06-22",93.844854946875,93.2426994461229,93.5432926744428
"174","1862-06-23",93.68,92.59,93.1334053924799
"175","1862-06-24",92.38,91.95,92.1647492265888
"176","1862-06-25",92.38,91.95,92.1647492265888
"177","1862-06-26",91.85,91.53,91.6898603990648
"178","1862-06-27",91.43,91.32,91.3749834473309
"179","1862-06-28",91.74,91.64,91.6899863671055
"180","1862-06-29",91.7949835230663,91.5849834852854,91.6899233830636
"181","1862-06-30",91.85,91.53,91.6898603990648
"182","1862-07-01",91.95,91.53,91.7397596465131
"183","1862-07-02",91.85,91.43,91.6397593842324
"184","1862-07-03",91.32,91.32,91.32
"185","1862-07-04",91.32,91.1648682333277,91.2424011469858
"186","1862-07-05",91.32,91.01,91.1648682333277
"187","1862-07-06",91.1147693845515,90.8548677837352,90.9847257817429
"188","1862-07-07",90.91,90.7,90.8049392929701
"189","1862-07-08",89.89,89.69,89.7899443144943
"190","1862-07-09",88.11,85.84,86.9675939646487
"191","1862-07-10",86.49,85.11,85.7972254796156
"192","1862-07-11",87.15,86.21,86.6787257635921
"193","1862-07-12",87.82,87.34,87.5796711571813
"194","1862-07-13",87.1977958437024,86.6321314524814,86.91450346115
"195","1862-07-14",86.58,85.93,86.254387714481
"196","1862-07-15",85.65,85.47,85.5599526647835
"197","1862-07-16",85.65,85.29,85.4698104596004
"198","1862-07-17",84.93,84.12,84.5240297193644
"199","1862-07-18",84.03,83.88,83.9549664999039
"200","1862-07-19",84.57,84.39,84.4799520596455
"201","1862-07-20",84.0383287553959,83.8583251681072,83.9482787158515
"202","1862-07-21",83.51,83.33,83.4199514504774
"203","1862-07-22",83.59,83.25,83.4198267799688
"204","1862-07-23",84.03,83.88,83.9549664999039
"205","1862-07-24",85.47,84.39,84.9282832747725
"206","1862-07-25",87.34,85.84,86.5867518734824
"207","1862-07-26",85.47,85.11,85.2898100595844
"208","1862-07-27",85.6048935517124,85.0649880973365,85.3345138326232
"209","1862-07-28",85.74,85.02,85.3792410366829
"210","1862-07-29",86.39,85.84,86.1145609058073
"211","1862-07-30",87.43,86.67,87.0491705876627
"212","1862-07-31",87.34,86.67,87.0043550634105
"213","1862-08-01",86.86,86.39,86.6246812403947
"214","1862-08-02",86.96,86.77,86.8649480515587
"215","1862-08-03",87.099887485576,86.8649480515587,86.9823384471306
"216","1862-08-04",87.24,86.96,87.099887485576
"217","1862-08-05",87.34,87.15,87.244948277823
"218","1862-08-06",87.24,87.15,87.1949883880949
"219","1862-08-07",87.72,87.05,87.3843578679846
"220","1862-08-08",88.79,87.72,88.2533784055885
"221","1862-08-09",88.89,88.59,88.7398732250616
"222","1862-08-10",88.89,88.3947849140434,88.6420466314339
"223","1862-08-11",88.89,88.2,88.5443278815757
"224","1862-08-12",88.11,87.53,87.8195211783803
"225","1862-08-13",87.43,87.34,87.3849884133425
"226","1862-08-14",86.77,86.3,86.5346809088703
"227","1862-08-15",87.15,86.58,86.8645324629104
"228","1862-08-16",87.34,87.24,87.2899856799163
"229","1862-08-17",87.0996693449522,87.0046826326031,87.0521630332196
"230","1862-08-18",86.86,86.77,86.8149883372681
"231","1862-08-19",87.15,86.86,87.0048791735268
"232","1862-08-20",86.96,86.77,86.8649480515587
"233","1862-08-21",86.77,86.3,86.5346809088703
"234","1862-08-22",86.58,86.02,86.2995457693724
"235","1862-08-23",86.86,86.3,86.5795472383634
"236","1862-08-24",86.8149883372681,86.3449882737846,86.5796693801159
"237","1862-08-25",86.77,86.39,86.5797915220406
"238","1862-08-26",86.77,86.67,86.7199855857921
"239","1862-08-27",86.77,86.58,86.6749479376826
"240","1862-08-28",86.58,86.49,86.5349882995312
"241","1862-08-29",86.21,86.21,86.21
"242","1862-08-30",86.49,86.39,86.439985539101
"243","1862-08-31",86.1643870749395,85.9287687564531,86.046497267489
"244","1862-09-01",85.84,85.47,85.6548002157497
"245","1862-09-02",85.84,85.65,85.7449473730086
"246","1862-09-03",84.93,84.75,84.8399522630701
"247","1862-09-04",84.93,84.84,84.8849880720967
"248","1862-09-05",84.57,83.95,84.2594297393473
"249","1862-09-06",84.21,83.88,84.0448380330404
"250","1862-09-07",84.21,83.7799403198642,83.9946949178087
"251","1862-09-08",84.21,83.68,83.9445817191318
"252","1862-09-09",84.3,84.12,84.2099519059357
"253","1862-09-10",84.3,84.21,84.2549879829081
"254","1862-09-11",84.21,84.12,84.164987970058
"255","1862-09-12",84.39,84.21,84.2999519572817
"256","1862-09-13",84.75,84.57,84.659952161574
"257","1862-09-14",84.9298092544661,84.749808849342,84.8397613146517
"258","1862-09-15",85.11,84.93,85.0199523641362
"259","1862-09-16",85.84,84.93,85.3837876882959
"260","1862-09-17",85.84,85.11,85.4742206750082
"261","1862-09-18",85.84,85.56,85.6998856475316
"262","1862-09-19",85.56,85.47,85.5149881599711
"263","1862-09-20",85.65,85.38,85.5148934396811
"264","1862-09-21",85.514893439681,85.2448931021677,85.3797865417154
"265","1862-09-22",85.38,85.11,85.2448931021677
"266","1862-09-23",84.93,84.21,84.5692337673696
"267","1862-09-24",84.3,84.03,84.1648917304597
"268","1862-09-25",83.33,82.82,83.0746086358521
"269","1862-09-26",83.16,82.99,83.0749565151858
"270","1862-09-27",82.39,82.39,82.39
"271","1862-09-28",82.2649050324621,81.6769141189847,81.9703823544995
"272","1862-09-29",82.14,80.97,81.5529018490452
"273","1862-09-30",82.3,80.65,81.4708229981753
"274","1862-10-01",81.17,80.81,80.9897999750585
"275","1862-10-02",81.47,81.3,81.3849556122014
"276","1862-10-03",81.72,81.55,81.6349557481353
"277","1862-10-04",81.63,81.3,81.4648329035296
"278","1862-10-05",81.5049041469284,80.92915420292,81.2165189847545
"279","1862-10-06",81.38,80.56,80.9689619545663
"280","1862-10-07",81.3,80.73,81.0144987023927
"281","1862-10-08",80.48,80.08,80.2797508715616
"282","1862-10-09",79.84,79.05,79.4440180252737
"283","1862-10-10",78.59,77.52,78.053166495665
"284","1862-10-11",78.12,77.97,78.0449639630899
"285","1862-10-12",77.8194217403342,77.6694206235633,77.7443850051724
"286","1862-10-13",77.52,77.37,77.4449636838962
"287","1862-10-14",76.34,75.19,75.7628180574086
"288","1862-10-15",75.76,75.33,75.5446940559031
"289","1862-10-16",75.76,75.47,75.614860973224
"290","1862-10-17",75.76,75.47,75.614860973224
"291","1862-10-18",76.92,76.78,76.8499681197071
"292","1862-10-19",77.3338864922745,76.9996857136443,77.1666051794413
"293","1862-10-20",77.75,77.22,77.4845468464519
"294","1862-10-21",77.97,77.07,77.5186938744455
"295","1862-10-22",75.19,74.91,75.0498694202729
"296","1862-10-23",75.47,75.19,75.3298699056357
"297","1862-10-24",76.34,75.76,76.0494470722832
"298","1862-10-25",76.92,76.19,76.5541298690019
"299","1862-10-26",76.92,76.19,76.5541298690019
"300","1862-10-27",76.92,76.19,76.5541298690019
"301","1862-10-28",75.97,75.61,75.7897862511829
"302","1862-10-29",76.19,75.9,76.0448617593589
"303","1862-10-30",76.78,76.48,76.6298531905158
"304","1862-10-31",77.22,76.92,77.0698540286667
"305","1862-11-01",77.15,76.19,76.668497441909
"306","1862-11-02",76.8895604097201,76.1199678139711,76.5037964000369
"307","1862-11-03",76.63,76.05,76.3394491727574
"308","1862-11-04",77.22,76.05,76.632767143044
"309","1862-11-05",76.05,75.61,75.8296808644215
"310","1862-11-06",76.05,75.76,75.9048615043859
"311","1862-11-07",76.05,75.76,75.9048615043859
"312","1862-11-08",75.76,75.47,75.614860973224
"313","1862-11-09",75.684962839391,75.2597070151087,75.4720354087655
"314","1862-11-10",75.61,75.05,75.3294796211948
"315","1862-11-11",76.34,75.33,75.8333185347971
"316","1862-11-12",76.05,75.76,75.9048615043859
"317","1862-11-13",76.05,75.76,75.9048615043859
"318","1862-11-14",76.34,75.76,76.0494470722832
"319","1862-11-15",75.9,75.76,75.8299676908807
"320","1862-11-16",75.8299676908807,75.684962839391,75.7574305715058
"321","1862-11-17",75.76,75.61,75.684962839391
"322","1862-11-18",76.12,75.76,75.9397866733901
"323","1862-11-19",76.92,76.34,76.6294512573331
"324","1862-11-20",76.78,76.63,76.7049633335419
"325","1862-11-21",76.78,76.56,76.6699210903467
"326","1862-11-22",76.63,76.48,76.5549632616985
"327","1862-11-23",76.7399211623259,76.48,76.6098503489903
"328","1862-11-24",76.85,76.48,76.6647767883009
"329","1862-11-25",77,76.92,76.9599896049889
"330","1862-11-26",77.37,77.22,77.2949636134205
"331","1862-11-27",77.37,77.22,77.2949636134205
"332","1862-11-28",77.37,77.22,77.2949636134205
"333","1862-11-29",77.52,77.37,77.4449636838962
"334","1862-11-30",77.669855156296,76.7071606826899,77.1870070651482
"335","1862-12-01",77.82,76.05,76.9299096580777
"336","1862-12-02",76.34,76.05,76.1948620315044
"337","1862-12-03",76.34,75.76,76.0494470722832
"338","1862-12-04",75.19,74.63,74.909476703552
"339","1862-12-05",76.05,75.47,75.7594449557282
"340","1862-12-06",76.63,75.76,76.1937582745463
"341","1862-12-07",76.3745743032326,75.9048615043858,76.139355690361
"342","1862-12-08",76.12,76.05,76.0849919497926
"343","1862-12-09",75.4,75.19,75.2949267879317
"344","1862-12-10",75.69,75.47,75.579919952326
"345","1862-12-11",75.69,75.61,75.6499894249827
"346","1862-12-12",76.05,75.9,75.9749629812348
"347","1862-12-13",76.26,75.76,76.0095888687736
"348","1862-12-14",76.0446960675102,75.684962839391,75.8646162318263
"349","1862-12-15",75.83,75.61,75.7199201003276
"350","1862-12-16",75.76,75.26,75.509586146396
"351","1862-12-17",75.61,75.19,75.3997075591146
"352","1862-12-18",75.69,75.33,75.5097854585749
"353","1862-12-19",75.61,75.33,75.4698701469666
"354","1862-12-20",75.76,75.26,75.509586146396
"355","1862-12-21",75.684962839391,75.32996747643,75.5072565330389
"356","1862-12-22",75.61,75.4,75.5049269915547
"357","1862-12-23",75.69,75.61,75.6499894249827
"358","1862-12-24",75.76,75.69,75.7249919115215
"359","1862-12-25",75.7949919189916,75.7249919115215,75.7599838305123
"360","1862-12-26",75.83,75.76,75.7949919189916
"361","1862-12-27",75.83,75.4,75.6146943391296
"362","1862-12-28",75.83,75.3649918728849,75.5971383963762
"363","1862-12-29",75.83,75.33,75.5795865296973
"364","1862-12-30",75.4,75.19,75.2949267879317
"365","1862-12-31",75.05,74.84,74.9449264460244
"366","1863-01-01",74.9449264460244,74.7699672328402,74.857395724383
"367","1863-01-02",74.84,74.7,74.7699672328403
"368","1863-01-03",74.77,74.35,74.5597042644349
"369","1863-01-04",74.5245972817029,74.1447166020614,74.3344142731656
"370","1863-01-05",74.28,73.94,74.109805019309
"371","1863-01-06",74.63,74.28,74.4547943385784
"372","1863-01-07",74.63,74.07,74.3494727620849
"373","1863-01-08",73.6,72.99,73.29436540417
"374","1863-01-09",72.46,72.2,72.3298831742455
"375","1863-01-10",73.06,72.07,72.5633116664337
"376","1863-01-11",72.07840592022,71.1794984528551,71.6275420678565
"377","1863-01-12",71.11,70.3,70.7038400654448
"378","1863-01-13",70.42,69.44,69.9282832622109
"379","1863-01-14",68.14,67.57,67.8544014784597
"380","1863-01-15",67.51,67.23,67.3698545345024
"381","1863-01-16",68.73,68.61,68.6699737876752
"382","1863-01-17",68.08,67.74,67.9097872180439
"383","1863-01-18",67.8797053617648,67.4845182245528,67.6818233616921
"384","1863-01-19",67.68,67.23,67.4546247487895
"385","1863-01-20",67.68,67.23,67.4546247487895
"386","1863-01-21",67.68,67.34,67.5097859572966
"387","1863-01-22",67.91,67.34,67.6243994428047
"388","1863-01-23",68.03,67.57,67.7996098808835
"389","1863-01-24",67.4,66.67,67.0340062953125
"390","1863-01-25",67.284901723938,66.283881902013,66.7825162722854
"391","1863-01-26",67.17,65.9,66.5319697589061
"392","1863-01-27",65.25,64.62,64.9342359622411
"393","1863-01-28",65.57,64.94,65.2542397090028
"394","1863-01-29",65.36,64.41,64.8832613237035
"395","1863-01-30",65.36,63.19,64.2658416267927
"396","1863-01-31",62.89,62.21,62.5490759324229
"397","1863-02-01",63.343365872047,62.5490759324229,62.9449680415036
"398","1863-02-02",63.8,62.89,63.3433658720469
"399","1863-02-03",64.73,64.46,64.5948589285556
"400","1863-02-04",63.69,63.09,63.389290104875
"401","1863-02-05",63.85,63.29,63.5693833539385
"402","1863-02-06",63.59,63.09,63.3395066289595
"403","1863-02-07",63.85,63.34,63.5944887549228
"404","1863-02-08",64.2884943049688,63.6193838385755,63.9530640047205
"405","1863-02-09",64.73,63.9,64.3136610682365
"406","1863-02-10",65.57,64.99,65.2793558485376
"407","1863-02-11",65.57,65.04,65.3044623283892
"408","1863-02-12",64.88,64.73,64.8049566005564
"409","1863-02-13",64.46,64.1,64.2797479771039
"410","1863-02-14",64.41,64.1,64.2548130492961
"411","1863-02-15",64.2798685437361,63.7942709026445,64.0366094313672
"412","1863-02-16",64.15,63.49,63.8191468134759
"413","1863-02-17",63.19,62.79,62.9896824884837
"414","1863-02-18",62.31,61.73,62.0193219891995
"415","1863-02-19",61.92,60.98,61.4482025774554
"416","1863-02-20",61.54,61.07,61.3045495864703
"417","1863-02-21",61.73,61.16,61.4443390394917
"418","1863-02-22",61.4443390394917,60.9044661744933,61.1738070471735
"419","1863-02-23",61.16,60.65,60.9044661744933
"420","1863-02-24",59.61,58.31,58.9564169535429
"421","1863-02-25",58.31,58.01,58.1598065677664
"422","1863-02-26",59,57.97,58.4827324943013
"423","1863-02-27",59.04,58.48,58.7593328757228
"424","1863-02-28",58.31,57.97,58.1397514614571
"425","1863-03-01",58.31,58.0948655218342,58.2023333602541
"426","1863-03-02",58.31,58.22,58.264982622498
"427","1863-03-03",58.48,58.22,58.3498551840534
"428","1863-03-04",60.61,59.52,60.0625274193486
"429","1863-03-05",63.69,63.29,63.4896849889807
"430","1863-03-06",66.67,64.94,65.7993145860958
"431","1863-03-07",64.62,64.31,64.4648136583051
"432","1863-03-08",64.4146737940976,63.948986700338,64.1814078823872
"433","1863-03-09",64.21,63.59,63.899248039394
"434","1863-03-10",62.5,61.35,61.9223303825042
"435","1863-03-11",63.34,63.09,63.2148764137051
"436","1863-03-12",63.09,62.45,62.7691843184218
"437","1863-03-13",62.89,62.02,62.4534850909059
"438","1863-03-14",63.39,62.99,63.1896834934311
"439","1863-03-15",64.0564961576888,63.6465780698381,63.8512081606967
"440","1863-03-16",64.73,64.31,64.5196582446002
"441","1863-03-17",64.67,64.41,64.5398690733101
"442","1863-03-18",65.2,64.52,64.8591088437083
"443","1863-03-19",64.57,64.15,64.3596573949862
"444","1863-03-20",64.73,64.52,64.6249147001371
"445","1863-03-21",64.99,64.57,64.7796596162715
"446","1863-03-22",65.6070705031097,64.8593516773025,65.2321397646802
"447","1863-03-23",66.23,65.15,65.6877804465945
"448","1863-03-24",68.73,62.89,65.7451876565882
"449","1863-03-25",71.68,70.55,71.1127555365421
"450","1863-03-26",71.94,71.3,71.6192851123215
"451","1863-03-27",71.43,70.98,71.2046445114362
"452","1863-03-28",70.3,69.87,70.0846702210975
"453","1863-03-29",69.8082803111493,68.8830291145795,69.3441115388439
"454","1863-03-30",69.32,67.91,68.6113780651577
"455","1863-03-31",67.34,66.67,67.0041625572621
"456","1863-04-01",64.1,63.34,63.7188669076907
"457","1863-04-02",65.25,63.69,64.4652813536093
"458","1863-04-03",65.36,65.15,65.25491552366
"459","1863-04-04",64.62,64.41,64.5149145546981
"460","1863-04-05",65.4200473861033,64.9080742280958,65.1635580040159
"461","1863-04-06",66.23,65.41,65.8187230201255
"462","1863-04-07",66.67,65.41,66.0369949346576
"463","1863-04-08",68.73,68.03,68.3791042643877
"464","1863-04-09",68.38,67.57,67.9737934795462
"465","1863-04-10",68.26,67.11,67.682557575789
"466","1863-04-11",66.45,65.57,66.0085335392326
"467","1863-04-12",65.0553648825368,64.5216188575581,64.7879422237689
"468","1863-04-13",63.69,63.49,63.5899213712362
"469","1863-04-14",64.52,64.26,64.3898687683086
"470","1863-04-15",65.79,64.94,65.3636183208977
"471","1863-04-16",65.79,65.04,65.4139251230195
"472","1863-04-17",65.25,65.04,65.1449153810181
"473","1863-04-18",66.12,65.52,65.8193163136781
"474","1863-04-19",66.6726900612237,65.9287251507262,66.2996640874295
"475","1863-04-20",67.23,66.34,66.7835174275809
"476","1863-04-21",68.49,68.03,68.2596125098875
"477","1863-04-22",68.61,68.03,68.3193845112791
"478","1863-04-23",67.4,66.67,67.0340062953125
"479","1863-04-24",66.01,65.79,65.8999081941697
"480","1863-04-25",65.79,64.94,65.3636183208977
"481","1863-04-26",66.2285384105674,64.9649951897174,65.5937243893386
"482","1863-04-27",66.67,64.99,65.8246405231354
"483","1863-04-28",66.83,66.39,66.6096366901967
"484","1863-04-29",66.67,66.39,66.5298526978679
"485","1863-04-30",66.5047953158267,66.1997273408282,66.352086001612
"486","1863-05-01",66.34,66.01,66.1747942951091
"487","1863-05-02",66.72,66.45,66.5848631447118
"488","1863-05-03",67.0840070359546,66.5599091045052,66.8214442426915
"489","1863-05-04",67.45,66.67,67.0588659313592
"490","1863-05-05",67.34,66.01,66.6716836445578
"491","1863-05-06",65.68,64.94,65.3089519131949
"492","1863-05-07",64.83,64.62,64.7249148319254
"493","1863-05-08",64.83,64.73,64.7799807039181
"494","1863-05-09",67.11,66.56,66.8344342386468
"495","1863-05-10",67.2249016362241,66.8344342386468,67.0293836134999
"496","1863-05-11",67.34,67.11,67.2249016362241
"497","1863-05-12",67.34,67,67.1697848738553
"498","1863-05-13",66.78,66.72,66.7499932584266
"499","1863-05-14",66.78,66.67,66.7249773323304
"500","1863-05-15",66.78,66.67,66.7249773323304
"501","1863-05-16",66.78,66.56,66.6699092544755
"502","1863-05-17",66.78,66.6149772948997,66.6974376101017
"503","1863-05-18",66.78,66.67,66.7249773323304
"504","1863-05-19",67.51,67.06,67.2846238006872
"505","1863-05-20",67.28,67.11,67.1949462385379
"506","1863-05-21",67.23,66.67,66.9494144858639
"507","1863-05-22",67.34,66.78,67.059415446304
"508","1863-05-23",67.34,66.89,67.1146228477818
"509","1863-05-24",67.9720339551495,67.571528027713,67.7714851357194
"510","1863-05-25",68.61,68.26,68.4347762471683
"511","1863-05-26",69.69,68.97,69.3290653333794
"512","1863-05-27",69.63,69.08,69.3544547956366
"513","1863-05-28",69.69,69.5,69.5949351605417
"514","1863-05-29",69.2,68.91,69.0548477661055
"515","1863-05-30",69.03,68.85,68.9399412532387
"516","1863-05-31",68.7594698932445,68.3229829559571,68.5408789670572
"517","1863-06-01",68.49,67.8,68.1441266728101
"518","1863-06-02",68.14,67.91,68.0249027930213
"519","1863-06-03",68.14,68.08,68.1099933930403
"520","1863-06-04",68.49,68.26,68.374903290608
"521","1863-06-05",68.49,68.38,68.4349778987325
"522","1863-06-06",68.91,68.79,68.8499738562042
"523","1863-06-07",69.4181265952921,69.3576578324268,69.3878856268467
